name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rohdeia	3405237	G	30	0	30	0.00000
Engelhardtia	3405233	G	24	0	24	0.00000
Saltatorellus	3405235	G	10	0	10	0.00000
Anaerohalosphaera	2690159	G	59	0	59	0.00001
Limihaloglobus	2690160	G	31	0	31	0.00000
Sedimentisphaera	2483368	G	17	0	17	0.00000
Phycisphaera	666508	G	31	0	31	0.00000
Mucisphaera	2913022	G	29	0	29	0.00000
Poriferisphaera	2803301	G	25	0	25	0.00000
Humisphaera	2807511	G	21	0	21	0.00000
Fontivita	2989683	G	13	0	13	0.00000
Candidatus Uabimicrobium	2897349	G	21	0	21	0.00000
Candidatus Kuenenia	380738	G	11	0	11	0.00000
Candidatus Protochlamydia	282132	G	22	0	22	0.00000
Parachlamydia	83551	G	12	0	12	0.00000
Simkania	34093	G	19	0	19	0.00000
Candidatus Rhabdochlamydia	292833	G	12	5	17	0.00000
Chlamydia	810	G	35	0	35	0.00000
Kiritimatiella	1921784	G	31	0	31	0.00000
Tichowtungia	2907187	G	23	0	23	0.00000
Candidatus Velamenicoccus	2789201	G	38	0	38	0.00001
Lentisphaera	256846	G	15	0	15	0.00000
Bilophila	35832	G	8074	131	8205	0.00112
Desulfovibrio	872	G	3547	300	3847	0.00052
Pseudodesulfovibrio	2035811	G	868	74	942	0.00013
Nitratidesulfovibrio	2802295	G	377	12	389	0.00005
Mailhella	1981028	G	371	96	467	0.00006
Maridesulfovibrio	2794998	G	349	9	358	0.00005
Solidesulfovibrio	2910984	G	265	6	271	0.00004
Megalodesulfovibrio	2910978	G	133	1	134	0.00002
Oceanidesulfovibrio	2905722	G	128	1	129	0.00002
Salidesulfovibrio	2950010	G	104	7	111	0.00002
Desulfolutivibrio	2773294	G	88	3	91	0.00001
Taurinivorans	3126915	G	86	2	88	0.00001
Oleidesulfovibrio	2909705	G	83	47	130	0.00002
Desulfocurvibacter	2582840	G	62	1	63	0.00001
Desulfobaculum	1433996	G	44	0	44	0.00001
Halodesulfovibrio	1912771	G	36	1	37	0.00001
Desulfomicrobium	898	G	173	11	184	0.00003
Thermodesulfomicrobium	2905949	G	52	3	55	0.00001
Desulfohalobium	45662	G	23	0	23	0.00000
Geobacter	28231	G	229	10	239	0.00003
Geomonas	2651583	G	125	13	138	0.00002
Geotalea	2910589	G	89	3	92	0.00001
Trichlorobacter	115782	G	81	5	86	0.00001
Citrifermentans	2883512	G	49	9	58	0.00001
Desulfuromonas	890	G	280	5	285	0.00004
Pelobacter	18	G	32	3	35	0.00000
Syntrophotalea	2812025	G	93	1	94	0.00001
Geoalkalibacter	392332	G	59	6	65	0.00001
Desulfosarcina	2299	G	209	3	212	0.00003
Desulfonema	45654	G	55	0	55	0.00001
Desulfococcus	896	G	20	0	20	0.00000
Desulfobacter	2289	G	48	0	48	0.00001
Desulforapulum	2904687	G	14	0	14	0.00000
Desulfobacula	28222	G	10	0	10	0.00000
Desulfatibacillum	218207	G	23	0	23	0.00000
Desulfosudis	2904716	G	18	0	18	0.00000
Desulfoluna	497721	G	16	0	16	0.00000
Desulfobulbus	893	G	84	4	88	0.00001
Desulfolithobacter	3003266	G	49	1	50	0.00001
Desulfomarina	2894767	G	27	0	27	0.00000
Desulfurivibrio	427922	G	18	0	18	0.00000
Candidatus Electrothrix	1859128	G	11	0	11	0.00000
Desulfosediminicola	2886823	G	52	0	52	0.00001
Desulfofustis	51194	G	17	0	17	0.00000
Syntrophobacter	29526	G	45	4	49	0.00001
Desulfoglaeba	361106	G	23	0	23	0.00000
Desulfoferula	3093638	G	35	0	35	0.00000
Desulfarculus	453229	G	32	6	38	0.00001
Syntrophus	43773	G	39	0	39	0.00001
Caldimicrobium	444090	G	15	0	15	0.00000
Thermosulfurimonas	1522431	G	10	0	10	0.00000
Candidatus Desulfofervidus	1902583	G	23	0	23	0.00000
Campylobacter	194	G	3195	24	3219	0.00044
Aliarcobacter	2321111	G	197	15	212	0.00003
Arcobacter	28196	G	120	5	125	0.00002
Malaciobacter	2321114	G	63	1	64	0.00001
Halarcobacter	2321115	G	61	1	62	0.00001
Helicobacter	209	G	354	5	359	0.00005
Sulfurimonas	202746	G	201	1	202	0.00003
Sulfurospirillum	57665	G	100	0	100	0.00001
Sulfurovum	265570	G	54	0	54	0.00001
Hydrogenimonas	223785	G	38	0	38	0.00001
Nitratiruptor	269258	G	57	0	57	0.00001
Nitrosophilus	2795692	G	21	0	21	0.00000
Nautilia	191291	G	17	0	17	0.00000
Caminibacter	191301	G	14	0	14	0.00000
Hippea	84404	G	11	0	11	0.00000
Treponema	157	G	1931	11	1942	0.00026
Brucepastera	2967962	G	50	0	50	0.00001
Sediminispirochaeta	1911556	G	40	0	40	0.00001
Marispirochaeta	1911565	G	35	0	35	0.00000
Spirochaeta	146	G	33	0	33	0.00000
Oceanispirochaeta	2035349	G	30	0	30	0.00000
Salinispira	1616789	G	27	0	27	0.00000
Thiospirochaeta	2792240	G	13	0	13	0.00000
Borreliella	64895	G	97	3	100	0.00001
Borrelia	138	G	56	0	56	0.00001
Sphaerochaeta	399320	G	90	0	90	0.00001
Parasphaerochaeta	3062336	G	35	0	35	0.00000
Breznakiella	2845254	G	58	0	58	0.00001
Leadbettera	2951107	G	41	0	41	0.00001
Gracilinema	2951106	G	26	0	26	0.00000
Leptospira	171	G	219	0	219	0.00003
Turneriella	338321	G	16	0	16	0.00000
Brachyspira	29521	G	168	0	168	0.00002
Myxococcus	32	G	238	46	284	0.00004
Corallococcus	83461	G	152	19	171	0.00002
Pseudomyxococcus	3434272	G	46	16	62	0.00001
Pyxidicoccus	224458	G	34	3	37	0.00001
Archangium	47	G	261	16	277	0.00004
Cystobacter	42	G	106	20	126	0.00002
Melittangium	44	G	59	7	66	0.00001
Stigmatella	40	G	44	3	47	0.00001
Anaeromyxobacter	161492	G	231	3	234	0.00003
Vulgatibacter	1524214	G	48	0	48	0.00001
Pendulispora	3375062	G	126	2	128	0.00002
Sorangium	39643	G	249	5	254	0.00003
Polyangium	55	G	40	1	41	0.00001
Chondromyces	50	G	16	0	16	0.00000
Sandaracinus	1055688	G	64	0	64	0.00001
Labilithrix	1524217	G	34	0	34	0.00000
Nannocystis	53	G	70	0	70	0.00001
Haliangium	162027	G	69	0	69	0.00001
Tunturiibacter	3154218	G	133	6	139	0.00002
Telmatobacter	1078829	G	101	2	103	0.00001
Terriglobus	392733	G	75	2	77	0.00001
Chloracidobacterium	458032	G	49	0	49	0.00001
Granulicella	940557	G	49	2	51	0.00001
Edaphobacter	388463	G	48	1	49	0.00001
Occallatibacter	1742983	G	15	0	15	0.00000
Acidisarcina	2608728	G	13	1	14	0.00000
Acidobacterium	33973	G	12	0	12	0.00000
Candidatus Korobacter	658061	G	19	0	19	0.00000
Paludibaculum	1649475	G	53	0	53	0.00001
Geothrix	44675	G	170	10	180	0.00002
Mesoterricola	3074468	G	67	8	75	0.00001
Sulfidibacter	2915177	G	25	0	25	0.00000
Thermotomaculum	1172428	G	14	0	14	0.00000
Luteitalea	2004797	G	48	4	52	0.00001
Bdellovibrio	958	G	208	0	208	0.00003
Micavibrio	213485	G	32	0	32	0.00000
Pseudobdellovibrio	2862745	G	12	0	12	0.00000
Fluviispira	2698753	G	25	0	25	0.00000
Silvanigrella	2024975	G	18	0	18	0.00000
Spirobacillus	495819	G	11	0	11	0.00000
Halobacteriovorax	1652133	G	42	0	42	0.00001
Nitrospira	1234	G	109	0	109	0.00001
Leptospirillum	179	G	26	0	26	0.00000
Thermodesulfovibrio	28261	G	25	0	25	0.00000
Geovibrio	46200	G	32	0	32	0.00000
Denitrovibrio	117999	G	21	0	21	0.00000
Deferribacter	53572	G	18	0	18	0.00000
Mucispirillum	248038	G	12	0	12	0.00000
Flexistipes	2351	G	12	0	12	0.00000
Elusimicrobium	423604	G	56	1	57	0.00001
Endomicrobium	1408194	G	30	0	30	0.00000
Aquifex	2713	G	12	0	12	0.00000
Persephonella	182899	G	17	0	17	0.00000
Sulfurihydrogenibium	212790	G	11	0	11	0.00000
Atrimonas	3149264	G	21	9	30	0.00000
Candidatus Caldatribacterium	1454725	G	20	0	20	0.00000
Atribacter	2847777	G	15	0	15	0.00000
Nitrospina	35800	G	48	0	48	0.00001
Caldithrix	187144	G	47	0	47	0.00001
Dictyoglomus	13	G	39	0	39	0.00001
Sphaerobacter	2056	G	20	0	20	0.00000
Thermomicrobium	499	G	17	0	17	0.00000
Desulfurispirillum	393029	G	13	0	13	0.00000
Thermosulfidibacter	412592	G	10	0	10	0.00000
Deinococcus	1298	G	804	3	807	0.00011
Thermus	270	G	101	1	102	0.00001
Meiothermus	65551	G	49	0	49	0.00001
Oceanithermus	208447	G	26	0	26	0.00000
Allomeiothermus	2935559	G	25	0	25	0.00000
Marinithermus	186191	G	14	0	14	0.00000
Pyramidobacter	638847	G	441	11	452	0.00006
Jonquetella	428711	G	16	0	16	0.00000
Cloacibacillus	508459	G	235	15	250	0.00003
Aminomonas	81411	G	41	3	44	0.00001
Thermanaerovibrio	81461	G	20	1	21	0.00000
Fretibacterium	1434006	G	92	1	93	0.00001
Aminobacterium	81466	G	24	0	24	0.00000
Fervidobacterium	2422	G	51	1	52	0.00001
Thermosipho	2420	G	27	0	27	0.00000
Thermotoga	2335	G	41	0	41	0.00001
Marinitoga	160798	G	38	0	38	0.00001
Tepiditoga	2778400	G	25	0	25	0.00000
Petrotoga	28236	G	18	0	18	0.00000
Oceanotoga	1255275	G	17	0	17	0.00000
Mesotoga	1184396	G	24	0	24	0.00000
Kosmotoga	651456	G	11	0	11	0.00000
Athalassotoga	1769718	G	22	0	22	0.00000
Fusobacterium	848	G	964	22	986	0.00013
Ilyobacter	167639	G	52	0	52	0.00001
Cetobacterium	180162	G	49	0	49	0.00001
Leptotrichia	32067	G	195	2	197	0.00003
Sebaldella	32068	G	49	0	49	0.00001
Sneathia	168808	G	23	0	23	0.00000
Pseudoleptotrichia	2755140	G	18	0	18	0.00000
Haliovirga	3072462	G	26	0	26	0.00000
Candidatus Nanosynbacter	2093823	G	26	3	29	0.00000
Candidatus Southlakia	3350975	G	17	2	19	0.00000
Candidatus Minimicrobia	2905967	G	16	7	23	0.00000
Persicimonas	2766927	G	28	0	28	0.00000
Bradymonas	1779136	G	10	0	10	0.00000
Microvenator	2946507	G	14	0	14	0.00000
Dissulfurimicrobium	1769732	G	23	15	38	0.00001
Haloarcula	2237	G	127	11	138	0.00002
Halosimplex	171163	G	73	13	86	0.00001
Haloglomus	2806252	G	43	3	46	0.00001
Halorientalis	1073987	G	32	6	38	0.00001
Halomarina	871740	G	31	1	32	0.00000
Natronomonas	63743	G	30	10	40	0.00001
Halomicrobium	203135	G	30	1	31	0.00000
Salinirubellus	2162630	G	29	1	30	0.00000
Halorarius	3056835	G	22	12	34	0.00000
Halorhabdus	146825	G	20	0	20	0.00000
Halapricum	1542963	G	19	0	19	0.00000
Salinibaculum	2732368	G	12	1	13	0.00000
Halorubrum	56688	G	122	14	136	0.00002
Haloferax	2251	G	63	1	64	0.00001
Haloplanus	376170	G	58	5	63	0.00001
Halobaculum	43927	G	41	5	46	0.00001
Halorarum	3163375	G	31	4	35	0.00000
Salinigranum	1644057	G	24	1	25	0.00000
Haloprofundus	1911573	G	24	0	24	0.00000
Halobellus	1073986	G	18	2	20	0.00000
Halogeometricum	60846	G	16	0	16	0.00000
Natrinema	88723	G	75	7	82	0.00001
Natronorubrum	134813	G	38	2	40	0.00001
Natrarchaeobaculum	2765402	G	31	3	34	0.00000
Haloterrigena	121871	G	28	4	32	0.00000
Natronococcus	29287	G	23	1	24	0.00000
Natronosalvus	3076685	G	21	0	21	0.00000
Halovalidus	3383206	G	19	1	20	0.00000
Halovivax	332951	G	19	0	19	0.00000
Natronobacterium	2256	G	15	2	17	0.00000
Halomontanus	3125902	G	13	0	13	0.00000
Natribaculum	1699375	G	11	1	12	0.00000
Halosolutus	2993618	G	11	0	11	0.00000
Natrononativus	3065677	G	10	0	10	0.00000
Halorussus	1070314	G	66	11	77	0.00001
Haladaptatus	367188	G	47	2	49	0.00001
Halobacterium	2239	G	67	13	80	0.00001
Halarchaeum	744724	G	21	0	21	0.00000
Salarchaeum	1075398	G	14	2	16	0.00000
Halalkalicoccus	332246	G	17	0	17	0.00000
Halococcus	2249	G	15	0	15	0.00000
Salinarchaeum	1269201	G	13	0	13	0.00000
Methanosarcina	2207	G	87	0	87	0.00001
Methanolobus	2220	G	87	2	89	0.00001
Methanimicrococcus	91559	G	47	1	48	0.00001
Methanococcoides	2225	G	22	0	22	0.00000
Methanohalophilus	2175	G	16	0	16	0.00000
Methanofollis	81416	G	29	0	29	0.00000
Methanoculleus	45989	G	25	0	25	0.00000
Methanoplanus	2314	G	24	1	25	0.00000
Methanogenium	2195	G	20	0	20	0.00000
Methanochimaera	3385476	G	12	1	13	0.00000
Methanoregula	395331	G	41	0	41	0.00001
Methanospirillum	2202	G	38	0	38	0.00001
Methanocella	570266	G	25	0	25	0.00000
Methanothrix	2222	G	17	0	17	0.00000
Methanobrevibacter	2172	G	102	1	103	0.00001
Methanobacterium	2160	G	95	3	98	0.00001
Methanosphaera	2316	G	46	0	46	0.00001
Methanothermobacter	145260	G	20	0	20	0.00000
Methanocaldococcus	196118	G	39	1	40	0.00001
Methanococcus	2184	G	26	4	30	0.00000
Thermococcus	2263	G	89	0	89	0.00001
Pyrococcus	2260	G	51	5	56	0.00001
Archaeoglobus	2233	G	33	0	33	0.00000
Geoglobus	190818	G	27	0	27	0.00000
Candidatus Methanoplasma	1607807	G	16	0	16	0.00000
Methanomethylophilus	1291539	G	10	0	10	0.00000
Sulfolobus	2284	G	1394	0	1394	0.00019
Saccharolobus	2100760	G	36	0	36	0.00000
Sulfurisphaera	69655	G	15	0	15	0.00000
Staphylothermus	2279	G	17	2	19	0.00000
Ignicoccus	54258	G	13	0	13	0.00000
Pyrobaculum	2276	G	18	0	18	0.00000
Nitrososphaera	497726	G	30	0	30	0.00000
Candidatus Nitrosocosmicus	1826864	G	14	0	14	0.00000
Nitrosopumilus	338191	G	28	1	29	0.00000
Nitrosotalea	1078904	G	10	0	10	0.00000
Promethearchaeum	3366645	G	18	0	18	0.00000
Homo	9605	G	4269	135	4404	0.00060
Carjivirus	2948652	G	224752	0	224752	0.03065
Drivevirus	2948684	G	4054	0	4054	0.00055
Endlipuvirus	2948697	G	2570	0	2570	0.00035
Delmidovirus	2948688	G	624	0	624	0.00009
Dabirmavirus	2948671	G	34	0	34	0.00000
Whopevirus	2948952	G	22	0	22	0.00000
Jahgtovirus	2948767	G	1766	0	1766	0.00024
Fohxhuevirus	2948709	G	17	0	17	0.00000
Hacihdavirus	2948736	G	17	0	17	0.00000
Junduvirus	2948774	G	1197	0	1197	0.00016
Blohavirus	2942993	G	54	1	55	0.00001
Culoivirus	2942992	G	32	1	33	0.00000
Lebriduvirus	2948797	G	32	0	32	0.00000
Eponavirus	2733103	G	3292	5	3297	0.00045
Jouyvirus	2843396	G	402	4741	5143	0.00070
Moineauvirus	1623304	G	336	21	357	0.00005
Vansinderenvirus	3044850	G	13	11	24	0.00000
Lughvirus	2733190	G	115	1	116	0.00002
Eganvirus	2732978	G	31	558	589	0.00008
Peduovirus	140410	G	19	101	120	0.00002
Quadragintavirus	2948876	G	19	1	20	0.00000
Taranisvirus	2733134	G	49	3	52	0.00001
Oengusvirus	2733199	G	34	0	34	0.00000
Namakavirus	2733116	G	12	0	12	0.00000
Cebadecemvirus	2948654	G	20	0	20	0.00000
Skunavirus	1623305	G	16	0	16	0.00000
Krischvirus	1913651	G	14	0	14	0.00000
Brigitvirus	2733097	G	12	0	12	0.00000
Cronusvirus	2005059	G	11	0	11	0.00000
Tupanvirus	2094720	G	11	0	11	0.00000
Rheavirus	3044800	G	19	0	19	0.00000
Biavirus	3044674	G	17	0	17	0.00000
Alphabaculovirus	558016	G	19	0	19	0.00000
Betabaculovirus	558017	G	10	0	10	0.00000
