GroupID	PGNumber	Actual_SB.mns.LB.mns.Num	swFriendlyStrainName	ClusterMapping	Diet	MiSeqRun	SampleType	RV_end.mns.systolic_pressure_HFD_Mean_STRAIN	PercentageIncrease_STRAIN	PercentageIncrease_STRAIN	RV_Heart_Rate	RV_RAP	RV_End.mns.diastolic_pressure	RV_Maximum_Pressure	RV_End.mns.systolic_pressure	RV_mean_Pressure	RV_Maximum_dP.ovr.dt	RV_Min_dP.ovr.dt	RV_End.mns.diastolic_volume	RV_End.mns.Systolic_volume	RV_Stroke_Volume	RV_Cardiac_Output	RV_Resistance__PVR_Woods_	RV_Resistance__PVR_Dynes_	RV_Contractile_Index	RV_Ejection_Fraction	RV_Stroke_Work	RV_Peak_Power	RV_Peak_Power.ovr.EDV	RV_Ees	RV_Ea	RV_Ees.ovr.Ea	PA_Maximum_Pressure	PA_Min_Pressure	PA_mean_Pressure	PA_Pulse_Pressure	PA_Compliance	PA_RC_time	LV_Heart_Rate	LV_LAP	LV_End.mns.diastolic_pressure	LV_Maximum_Pressure	LV_End.mns.systolic_pressure	LV_mean_Pressure	LV_Maximum_dP.ovr.dt	LV_Min_dP.ovr.dt	LV_End.mns.diastolic_volume	LV_End.mns.Systolic_volume	LV_Stroke_Volume	LV_Cardiac_Output	LV_Resistance__SVR_Woods_	LV_Resistance__SVR_Dynes_	LV_Ejection_Fraction	LV_Contractile_Index	LV_Stroke_Work	LV_Peak_Power	LV_Peak_Power.ovr.EDV	LV_Ees	LV_Ea	LV_Ees.ovr.Ea	AO_Maximum_Pressure	AO_Min_Pressure	AO_mean_Pressure	AO_Pulse_Pressure	AO_Compliance	AO_RC_time	Duration	Weight	RV	LV.pls.S	Tibia	Fulton _RV.ovr.LV.pls.S_	RV.ovr.Tibia	LV.pls.S.ovr.Tibia	RV.ovr.weight	LV.pls.S.ovr.weight
0115.PG214.LB.MST	214	181	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	451.1278	3.0419	1.1514	24.7761	13.1343	16.356	1500	-1330	5.6526	4.9398	0.7129	321.5872	771000	61700000	60.6363	12.611	11.0514	0.0118	0.0021	0.7585	NA	NA	1	0	16.6545	1	0.7129	0.0665	408.1759	1.1514	1.1514	73.7598	41.5068	48.1207	5030	-3610	11.1747	0.502	10.6727	4350	60100	4810000	95.5076	68.2395	0.4675	0.0418	1.0289	3.8184	3.6276	1.0526	NA	NA	48.4939	NA	NA	NA	20	49.73	28.3	108	18	0.26	1.57	6.00	0.57	2.17
0115.PG215.LB.MST	215	182	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	523.2647	2.2175	0.4833	24.5203	14.4563	15.5628	1727	-1496	32.6104	2.5803	30.0301	15700	19400	1550000	70.4316	92.0874	480.6281	0.209	0.0064	NA	1.0741	NA	1	0	16.4882	1	30.0301	0.0573	450.0056	0.4833	0.4833	85.6432	50.135	56.3425	5910	-4550	25.3414	7.0382	18.3032	8230	35600	2840000	72.2266	68.9683	0.5845	0.0231	0.8872	1.3259	2.9402	0.451	NA	NA	56.2181	NA	NA	NA	20	49.3	29.2	102.1	18	0.29	1.62	5.67	0.59	2.07
0115.PG216.LB.MST	216	183	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	438.7204	1.99	2.2743	26.823	12.8642	18.0894	1520	-1060	16.9478	11.8876	5.0602	2240	118000	9430000	56.6429	29.8578	79.4996	0.1657	0.0098	0.6228	5.4235	0.1148	1	0	17.985	1	5.0602	0.0677	425.0958	2.2743	2.2743	72.7221	36.4606	45.8194	5570	-3310	NA	NA	NA	NA	NA	NA	100	76.6021	NA	NA	1.1249	3.3531	6.2132	0.5397	NA	NA	47.8194	NA	NA	NA	20	34.82	22.6	81.7	18	0.28	1.26	4.54	0.65	2.35
0115.PG217.LB.MST	217	184	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	485.4373	1.8337	1.6205	37.6404	16.2758	24.7426	1890	-1470	19.2972	1.3153	17.9819	8730	34300	2740000	50.1412	93.1842	420.7011	0.4196	0.0217	1.6755	1.3634	1.2289	1	0	25.0162	1	17.9819	0.0618	440.103	1.6205	1.6205	67.4343	34.2857	44.3076	5054	-3629	12.741	3.8454	8.8956	3920	71300	5700000	69.8188	74.9471	0.2349	0.0184	0.6801	3.182	4.611	0.6901	NA	NA	44.3823	NA	NA	NA	20	39.54	24.3	90.2	17.5	0.27	1.39	5.15	0.61	2.28
0115.PG218.LB.MST	218	185	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	483.8919	2.3596	0.8813	28.6141	15.4229	19.97	1860	-1788	14.2169	2.8715	11.3454	5490	51700	4140000	65.1195	79.8023	207.2556	0.144	0.0101	0.3416	1.5242	0.2241	1	0	19.1491	1	11.3454	0.062	434.7826	NA	NA	110.0071	64.7193	72.8009	8630	-6710	13.7149	3.4036	10.3112	4480	62700	5020000	75.183	78.4071	0.3504	0.0255	1.1684	NA	7.5102	NA	NA	NA	72.0546	NA	NA	NA	20	50.8	28.6	102.3	18	0.28	1.59	5.68	0.56	2.01
0115.PG219.LB.MST	219	186	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	453.4062	3.3831	2.5302	27.8323	14.2715	18.7156	1957	-1565	47.8815	9.6586	38.2229	17300	14300	1150000	70.3141	79.8281	615.8001	1.3927	0.0291	0.9425	0.5961	1.5813	1	0	18.641	1	38.2229	0.0662	450.0056	2.5302	2.5302	88.8842	48.1876	57.5784	6580	-5005	6.5964	0.9137	5.6827	2560	110000	8840000	86.1492	74.0477	0.2768	0.042	1.1297	4.3696	1.827	2.3917	NA	NA	58.3247	NA	NA	NA	20	46.89	31.6	106.6	17	0.30	1.86	6.27	0.67	2.27
0115.PG220.LB.MST	220	187	CBA_J	BALB_A	HighFat	run_2	LargeBowel	0.892944667	-10.7	Low	524.7902	NA	0.1564	12.5515	6.823	8.7831	745.3333	-508.6667	25.7654	23.34	2.4254	1270	NA	NA	59.3819	9.4136	20.7427	0.0055	0.000212	0.1183	NA	NA	1	0	8.7085	1	2.4254	0.0572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	46.37	39.6	113.2	17	0.35	2.33	6.66	0.85	2.44
0115.PG221.LB.MST	221	188	CBA_J	BALB_A	HighFat	run_2	LargeBowel	0.892944667	-10.7	Low	529.4209	4.7619	4.236	26.425	12.6652	16.2088	2250	-1430	30.5268	5.338	25.1889	13300	19500	1560000	84.9826	82.5138	339.8053	1.5365	0.0503	1.5282	1.811	0.8438	1	0	17.7263	1	25.1889	0.0567	494.5129	4.236	4.236	110.5046	60.597	72.975	8377	-7340	12.505	7.4553	5.0497	2500	122000	9770000	40.3816	75.8068	0.3463	0.0277	0.6321	2.2003	25.0361	0.0879	NA	NA	72.378	NA	NA	NA	20	46.29	33.3	117.3	16.5	0.28	2.02	7.11	0.72	2.53
0115.PG222.LB.MST	222	189	CBA_J	BALB_A	HighFat	run_2	LargeBowel	0.892944667	-10.7	Low	564.308	2.3028	1.0377	20.3554	10.5899	14.1292	1490	-1320	41.5706	6.839	34.7316	19600	16200	1300000	73.2649	83.5485	442.596	0.519	0.0125	0.5513	0.6846	0.8053	1	0	13.781	1	34.7316	0.0532	535.7428	1.0377	1.0377	70.2061	41.3788	46.6815	4900	-3611	20.5467	2.5746	17.9722	9630	35800	2860000	87.4698	69.8277	0.596	0.029	0.867	2.5599	4.1833	0.6119	NA	NA	46.184	NA	NA	NA	20	46.44	28.4	128.4	17.5	0.22	1.62	7.34	0.61	2.76
0115.PG223.LB.MST	223	190	CBA_J	BALB_A	HighFat	run_3	LargeBowel	0.892944667	-10.7	Low	511.3719	3.3831	1.0803	20.4691	10.7889	14.0042	1321	-1070	63.1113	27.0477	36.0636	18400	14200	1130000	64.5364	57.1429	460.698	0.561	0.0089	0.0945	0.5695	0.166	1	0	13.8549	1	36.0636	0.0587	497.2452	1.0803	1.0803	103.2694	56.1905	68.0731	7490	-6612	33.1312	3.9364	29.1948	14500	22100	1770000	88.1188	72.5255	1.4223	0.0429	1.2965	27.4214	3.3389	8.2128	NA	NA	67.6751	NA	NA	NA	20	45.72	31.6	116	16.5	0.27	1.92	7.03	0.69	2.54
0115.PG224.LB.MST	224	191	CBA_J	BALB_A	HighFat	run_3	LargeBowel	0.892944667	-10.7	Low	489.1377	1.7626	1.2225	22.0753	10.8173	15.2472	1560	-1330	43.1014	15.328	27.7734	13600	21400	1710000	70.6369	64.4373	379.8426	0.4889	0.0113	0.5675	6.718	0.0845	1	0	14.899	1	27.7734	0.0613	473.7303	1.2225	1.2225	93.9588	49.9502	61.8968	7710	-5360	18.1809	2.4155	15.7654	7460	40800	3260000	86.7141	82.0395	0.4002	0.022	1.1638	2.1228	2.8164	0.7538	NA	NA	61.6232	NA	NA	NA	20	47.01	31.4	126	16.5	0.25	1.90	7.64	0.67	2.68
0115.PG225.LB.MST	225	192	CBA_J	BALB_A	HighFat	run_3	LargeBowel	0.892944667	-10.7	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	47.78	32.6	133.3	17	0.24	1.92	7.84	0.68	2.79
0115.PG226.LB.MST	226	193	CBA_J	BALB_A	HighFat	run_3	LargeBowel	0.892944667	-10.7	Low	410.027	1.6773	1.0377	22.4023	12.9638	15.41	1300	-1120	33.3101	9.1849	24.1252	9890	24900	1990000	58.0001	72.4261	339.5342	0.3605	0.0108	0.9332	0.8074	1.1557	1	0	15.1115	1	24.1252	0.0732	421.5643	1.0377	1.0377	64.3497	34.4847	42.8002	4060	-3050	78.2406	10.9443	67.2962	28400	9550	764000	86.0119	63.0565	1.6254	0.0208	0.7822	0.4484	2.0879	0.2148	NA	NA	42.3773	NA	NA	NA	20	45.45	31.5	119.5	17	0.26	1.85	7.03	0.69	2.63
0115.PG227.LB.MST	227	194	CBA_J	BALB_A	Regular	run_2	LargeBowel	0.892944667	-10.7	Low	485.2033	0.8387	0.5686	21.0377	10.2345	14.4732	1422	-1072	15.2357	2.0261	13.2096	6410	48200	3850000	67.593	86.7018	180.3894	0.1082	0.0071	0.8252	2.6558	0.3107	1	0	14.2245	1	13.2096	0.0618	394.7482	NA	NA	45.7001	27.3774	30.4043	2357	-1680	NA	NA	NA	NA	NA	NA	NA	51.5754	NA	NA	NA	0.2874	NA	NA	NA	NA	30.255	NA	NA	NA	20	43.39	28.1	118.9	17	0.24	1.65	6.99	0.65	2.74
0115.PG228.LB.MST	228	195	CBA_J	BALB_A	Regular	run_2	LargeBowel	0.892944667	-10.7	Low	472.4605	1.6347	0.6965	19.3177	10.0498	13.604	1400	-1170	65.5065	10.1805	55.326	26100	10700	859000	72.2999	84.4587	686.5946	0.5549	0.0085	1.5556	0.2933	5.3037	1	0	13.1065	1	55.326	0.0635	460.3641	NA	NA	59.6873	32.2672	39.8691	3851	-2890	14.2728	2.2768	11.996	5520	54000	4320000	84.0478	64.5196	0.2824	0.0198	0.7063	NA	4.6952	NA	NA	NA	39.3467	NA	NA	NA	20	47.11	37.3	122	17.5	0.31	2.13	6.97	0.79	2.59
0115.PG229.LB.MST	229	196	CBA_J	BALB_A	Regular	run_2	LargeBowel	0.892944667	-10.7	Low	542.2078	4.2217	1.4925	30.8884	14.2573	21.523	2730	-1530	39.9097	6.0582	33.8516	18400	15700	1260000	88.5229	84.8203	647.7472	0.7276	0.0182	2.406	0.9401	2.5591	1	0	20.6275	1	33.8516	0.0553	518.7406	NA	NA	106.1123	61.4499	70.8663	7460	-6930	34.6138	NA	34.7543	18000	18400	1480000	100.4057	70.3092	2.1128	0.061	1.4795	1.1058	2.934	0.3769	NA	NA	69.523	NA	NA	NA	20	41.69	29.1	109.5	17.5	0.27	1.66	6.26	0.70	2.63
0115.PG230.LB.MST	230	197	CBA_J	BALB_A	Regular	run_3	LargeBowel	0.892944667	-10.7	Low	495.8903	1.1087	1.0377	22.4591	10.0924	15.8698	1737	-1350	31.1434	10.5115	20.6319	10200	30300	2420000	77.3405	66.248	291.1319	0.3083	0.0099	0.8879	1.1277	0.7874	1	0	15.1484	1	20.6319	0.0605	483.8919	NA	NA	65.0888	34.2004	42.8826	4470	-3522	23.2899	13.2096	10.0802	4880	63700	5100000	43.2817	68.6754	0.1609	0.0069	0.4052	2.132	15.4627	0.1379	NA	NA	42.8577	NA	NA	NA	20	30.6	23.5	89.5	17	0.26	1.38	5.26	0.77	2.92
0115.PG231.LB.MST	231	198	CBA_J	BALB_A	Regular	run_3	LargeBowel	0.892944667	-10.7	Low	458.6922	2.5018	1.1798	22.9709	13.0348	16.1776	1410	-1280	42.6981	23.1394	19.5587	8970	28900	2310000	61.4111	45.8069	279.7134	0.3323	0.0078	0.1212	1.2813	0.0946	1	0	15.4811	1	19.5587	0.0654	451.1278	NA	NA	76.9581	40.8955	51.4185	5000	-4694	26.339	4.1926	22.1464	9990	29000	2320000	84.0823	64.9488	0.7978	0.0303	0.9027	NA	5.0972	NA	NA	NA	50.5727	NA	NA	NA	20	38.69	30	111.3	17.5	0.27	1.71	6.36	0.78	2.88
0115.PG232.LB.MST	232	199	CBA_J	BALB_A	Regular	run_3	LargeBowel	0.892944667	-10.7	Low	509.2278	NA	0.4264	15.1812	7.548	10.8059	976.6667	-791.3333	47.332	3.9418	43.3902	22200	NA	NA	64.3338	91.672	433.527	0.2664	0.0056	1.1172	0.5012	2.2292	1	0	10.4178	1	43.3902	0.0586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	46.7	32.1	121.3	17	0.26	1.89	7.14	0.69	2.60
0115.PG233.LB.MST	233	200	CBA_J	BALB_A	Regular	run_3	LargeBowel	0.892944667	-10.7	Low	451.1448	4.236	0.9808	21.4641	10.86	14.8499	1511	-1198	53.4604	9.1474	44.3129	20000	10800	863000	70.3966	82.8893	599.149	0.6259	0.0117	0.734	0.304	2.4148	1	0	14.5017	1	44.3129	0.0665	447.7778	NA	NA	103.2694	62.1748	68.1726	7600	-6290	9.8997	1.2136	8.6861	3890	74400	5950000	87.7406	73.6004	0.5298	0.0535	1.2868	NA	15.5109	NA	NA	NA	67.6751	NA	NA	NA	20	38.2	27.4	106.2	17	0.26	1.61	6.25	0.72	2.78
0115.PG234.LB.MST	234	201	CBA_J	BALB_A	Regular	run_3	LargeBowel	0.892944667	-10.7	Low	523.2647	5.1031	1.3504	32.9069	20.4549	22.437	1504	-1890	26.7001	7.3019	19.3982	10100	26400	2110000	45.7047	72.6521	399.3912	0.3772	0.0141	0.1719	2.6934	0.0638	1	0	21.9395	1	19.3982	0.0573	520.2399	NA	NA	118.7918	75.0675	78.8343	6920	-6887	15.0451	NA	15.1956	7900	42300	3390000	101	58.256	1.1166	0.0742	1.6831	6.8596	4.2843	1.6011	NA	NA	77.7646	NA	NA	NA	20	36.99	26.7	91.2	17	0.29	1.57	5.36	0.72	2.47
0115.PG235.LB.MST	235	202	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	448.3274	1.6489	0.9808	24.1365	12.6937	16.6118	1580	-1400	29.6787	6.4257	23.253	10400	26000	2080000	65.5578	78.3491	354.7919	0.3284	0.0111	0.8556	1.0514	0.8137	1	0	16.2387	1	23.253	0.067	432.7122	NA	NA	71.8266	32.3525	47.5358	5540	-3610	19.508	4.7892	14.7189	6370	43800	3500000	75.4503	77.1395	0.3495	0.0179	0.7712	6.4318	7.5991	0.8464	NA	NA	47.2373	NA	NA	NA	20	49.16	46.8	138.7	18	0.34	2.60	7.71	0.95	2.82
0115.PG236.LB.MST	236	203	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	483.8919	1.4783	0.5259	22.8856	10.3625	15.3062	1860	-1338	16.6466	0.3112	16.3353	7900	37300	2980000	81.2593	98.1303	243.3914	0.1237	0.0074	2.1922	1.4938	1.4675	1	0	15.4256	1	16.3353	0.062	450.5552	0.5259	0.5259	70.1635	32.0824	46.3951	5965	-3540	17.9317	3.0321	14.8996	6750	43600	3490000	83.0907	85.0158	0.3172	0.0177	0.8318	4.6754	5.4	0.8658	NA	NA	46.1563	NA	NA	NA	20	48.6	46.9	131	17	0.36	2.76	7.71	0.97	2.70
0115.PG237.LB.MST	237	204	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	422.5492	NA	1.0945	18.678	10.8742	12.7654	1028	-726	58.5141	15.2711	43.243	18300	NA	NA	55.0379	73.9019	501.454	0.6816	0.0116	0.2207	1.0997	0.2007	1	0	12.6907	1	43.243	0.0711	NA	1.0945	1.0945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	50.29	43.4	145.1	17.5	0.30	2.48	8.29	0.86	2.89
0115.PG238.LB.MST	238	205	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	477.4603	0.597	1.3362	23.0988	11.6276	15.7881	1430	-1263	32.8514	11.1847	21.6667	10300	29900	2390000	61.9802	65.9535	308.2742	0.4169	0.0127	0.7804	1.1161	0.6992	1	0	15.5642	1	21.6667	0.0628	452.267	1.3362	1.3362	42.9566	22.2317	28.3972	2612	-1850	18.7751	10.7631	8.012	3620	78800	6310000	42.6738	60.8055	0.0689	0.0037	0.2648	0.9597	5.2455	0.183	NA	NA	28.4718	NA	NA	NA	20	55.01	43.8	134.6	17.5	0.33	2.50	7.69	0.80	2.45
0115.PG239.LB.MST	239	206	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	45.03	40.3	142.8	17	0.28	2.37	8.40	0.89	3.17
0115.PG240.LB.MST	240	207	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	357.8895	2.5586	2.317	29.5807	14.6695	19.4789	1470	-1490	45.8936	14.5582	31.3353	11200	18600	1490000	49.7397	68.2783	547.1291	1.0455	0.0228	0.5999	0.9949	0.603	1	0	19.7774	1	31.3353	0.0838	460.3641	2.317	2.317	102.3738	56.2189	66.3467	8000	-5942	20.3514	6.1847	14.1667	6520	44700	3570000	69.6103	78.1124	0.522	0.0256	1.0483	13.9053	5.2467	2.6503	NA	NA	67.093	NA	NA	NA	20	53.37	39.8	147.6	17.5	0.27	2.27	8.43	0.75	2.77
0115.PG242.LB.MST	242	209	DBA_2J	DBA	HighFat	run_4	LargeBowel	0.804749238	-19.5	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	49.69	38.9	126.1	17.5	0.31	2.22	7.21	0.78	2.54
0115.PG243.LB.MST	243	210	DBA_2J	DBA	Regular	run_4	LargeBowel	0.804749238	-19.5	Low	446.6722	3.6816	0.6112	25.3873	15.2381	16.7533	1042	-1160	19.0261	12.7108	6.3153	2820	83400	6670000	41.0441	33.1926	103.8263	0.0556	0.0029	2.31	5.3908	0.4285	1	0	17.0518	1	6.3153	0.0672	418.6092	0.6112	0.6112	90.9026	53.8451	59.6118	4130	-3110	60.994	16.2149	44.7791	18700	14500	1160000	73.4156	45.4626	2.374	0.0389	0.9609	0.1906	NA	NA	NA	NA	59.6367	NA	NA	NA	20	36.49	48.4	135.7	17	0.36	2.85	7.98	1.33	3.72
0115.PG244.LB.MST	244	211	DBA_2J	DBA	Regular	run_4	LargeBowel	0.804749238	-19.5	Low	350.8772	NA	0.9666	27.3916	18.877	18.6531	1210	-973.6667	35.1908	15.7028	19.488	6840	NA	NA	44.1254	55.378	338.8556	0.2713	0.0077	0.8355	1.4818	0.5638	1	0	18.3545	1	19.488	0.0855	NA	0.9666	0.9666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	37.6	43	135.2	17	0.32	2.53	7.95	1.14	3.60
0115.PG246.LB.MST	246	213	DBA_2J	DBA	Regular	run_4	LargeBowel	0.804749238	-19.5	Low	329.0698	1.5068	1.0803	16.0341	7.5338	11.0617	848.6667	-651	10.1406	0.5321	9.6084	3160	61400	4920000	52.9288	94.7525	95.0453	0.1495	0.0147	1.0096	1.5963	0.6325	1	0	10.9722	1	9.6084	0.0912	365.9167	1.0803	1.0803	51.7982	23.0135	34.2785	3610	-2070	13.4538	1.3454	12.1084	4430	52800	4230000	90	69.7065	0.2627	0.0195	0.6688	2.8465	4.5196	0.6298	NA	NA	34.2188	NA	NA	NA	20	33.55	34.6	133.4	17.5	0.26	1.98	7.62	1.03	3.98
0115.PG247.LB.MST	247	214	DBA_2J	DBA	Regular	run_4	LargeBowel	0.804749238	-19.5	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	35.68	47.1	137.5	17	0.34	2.77	8.09	1.32	3.85
0115.PG248.LB.MST	248	215	DBA_2J	DBA	Regular	run_4	LargeBowel	0.804749238	-19.5	Low	363.6453	2.6866	1.791	20.7249	11.2154	14.3496	1300	-800.6667	57.8313	1.5964	56.2349	20400	9730	778000	62.6942	97.2396	687.7629	1.4504	0.0251	NA	8.7797	NA	1	0	14.0212	1	56.2349	0.0825	343.529	1.791	1.791	58.5501	33.7882	39.1001	3525	-2140	12.1486	1.0341	11.1145	3810	56600	4530000	91.4876	60.2048	0.43	0.0354	0.7576	5.0768	3.2344	1.5696	NA	NA	38.6076	NA	NA	NA	20	31.23	0	0	17					
0115.PG249.LB.MST	249	216	DBA_2J	DBA	Regular	run_4	LargeBowel	0.804749238	-19.5	Low	313.2826	4.1222	14.8614	39.0618	25.1599	25.8506	1346	-1230	17.9518	2.8614	15.0904	6050	37000	2960000	34.4582	84.0604	167.1829	3.2294	0.1799	0.2194	1.4098	0.1556	1	0	25.9402	1	15.0904	0.0748	340.2816	14.8614	14.8614	74.9538	43.4257	49.5187	4448	-3460	119.8293	12.6506	107.1787	36500	4280	343000	89.4428	59.3432	6.3622	0.0531	0.9564	0.3732	0.9028	0.4134	NA	NA	49.27	NA	NA	NA	20	33.79	38	119.2	17	0.32	2.24	7.01	1.12	3.53
0115.PG251.LB.MST	251	218	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	385.4425	NA	0.9524	25.0888	13.7598	16.609	1500	-1310	26.0542	6.3353	19.7189	7610	30100	2410000	59.761	75.684	313.6359	0.2704	0.0104	NA	NA	NA	1	0	16.8577	1	19.7189	0.0778	365.8537	0.9524	0.9524	65.7427	34.172	47.2231	4340	-2570	NA	NA	NA	NA	NA	NA	100	66.0656	NA	NA	0.7859	3.7495	14.5089	0.2584	NA	NA	43.2828	NA	NA	NA	20	53.57	41.8	131.9	17.5	0.32	2.39	7.54	0.78	2.46
0115.PG252.LB.MST	252	219	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	509.9232	NA	1.3362	36.4037	19.4883	24.4363	2260	-2150	12.2289	9.1466	3.0823	1570	190000	15200000	62.0725	25.2053	70.5121	0.0593	0.0048	0.9072	359.1375	0.0025	1	0	24.2124	1	3.0823	0.0588	476.2105	1.3362	1.3362	106.5814	57.7399	70.8727	8443	-6331	NA	NA	NA	NA	NA	NA	100	79.2165	NA	NA	1.4912	3.7766	16.5859	0.2277	NA	NA	69.8279	NA	NA	NA	20	56.62	46.2	134.1	18	0.34	2.57	7.45	0.82	2.37
0115.PG253.LB.MST	253	220	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	472.4409	3.6958	1.6063	33.4897	19.4314	22.6168	1796	-1624	54.9699	25.2711	29.6988	14000	18700	1500000	53.6284	54.0274	615.1228	0.6869	0.0125	0.4659	1.9619	0.2375	1	0	22.3183	1	29.6988	0.0635	440.103	1.6063	1.6063	94.57	53.4755	62.4931	7040	-5080	47.3092	8.253	39.0562	17200	16400	1310000	82.5552	74.4669	2.0786	0.0439	1.1081	0.0929	2.3411	0.0397	NA	NA	62.0205	NA	NA	NA	20	44.82	40.5	128.5	18	0.32	2.25	7.14	0.90	2.87
0115.PG254.LB.MST	254	221	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	378.9609	3.1272	1.4925	33.3618	17.8536	23.0312	1535	-1380	27.4799	8.9558	18.5241	7020	30900	2470000	46.0108	67.4096	384.2381	0.3981	0.0145	0.431	3.5817	0.1203	1	0	22.2351	1	18.5241	0.0791	393.8768	NA	NA	68.0597	38.3369	45.55	4088	-2886	36.0743	22.5	13.5743	5350	46900	3750000	37.6287	60.0649	0.6113	0.0169	0.357	4.7964	2.8844	1.6629	NA	NA	44.7888	NA	NA	NA	20	53.32	41.7	130.2	17.5	0.32	2.38	7.44	0.78	2.44
0115.PG255.LB.MST	255	222	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	478.7302	4.1933	0.995	32.8785	17.285	22.2195	1930	-1710	37.3795	8.0221	29.3574	14100	18400	1470000	58.6808	78.5388	614.3329	0.4206	0.0113	2.7325	1.0491	2.6047	1	0	21.921	1	29.3574	0.0627	458.0331	0.995	0.995	115.1812	62.516	76.4875	8330	-5964	NA	NA	NA	NA	NA	NA	100	72.3092	NA	NA	1.6125	NA	8.1357	NA	NA	NA	75.4178	NA	NA	NA	20	54.68	36.6	124.2	18	0.29	2.03	6.90	0.67	2.27
0115.PG256.LB.MST	256	223	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	53.31	42.1	129	18	0.33	2.34	7.17	0.79	2.42
0115.PG257.LB.MST	257	224	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	462.7493	2.8571	1.3362	39.7726	20.7107	26.1783	2330	-2218	24.9398	0.8233	24.1165	11200	24500	1960000	58.4658	96.6989	604.5031	0.464	0.0186	1.8997	1.5977	1.189	1	0	26.4022	1	24.1165	0.0648	413.8062	1.3362	1.3362	139.6446	81.7342	91.4683	7684	-6890	19.4378	9.8594	9.5783	3930	67300	5380000	49.2769	55.0254	0.3941	0.0203	0.9931	1.2079	11.1151	0.1087	NA	NA	91.319	NA	NA	NA	20	50.6	40.2	118.8	17.5	0.34	2.30	6.79	0.79	2.35
