cpd00001	h2o
cpd14657	4_Ketomyxol
cpd14658	LeucokininVIII
cpd14659	galctn_L
cpd14660	Magainin1
cpd14661	4_Hydroxymyxol
cpd14662	Deoxymyxol
cpd14663	(2S)_Deoxymyxol2_(2_4_di_O_methyl_alpha_L_fucoside)
cpd14664	Magainin2
cpd14665	(3R_2S)_Myxol2_(2_4_di_O_methyl_alpha_L_fucoside)
cpd14666	MAGE_3(271_279)
cpd14667	(2S)_Deoxymyxol2_alpha_L_fucoside
cpd14668	(3R_2S)_Myxol2_alpha_L_fucoside
cpd14669	(3S_2S)_4_Ketomyxol2_alpha_L_fucoside
cpd14670	Isorenieratene
cpd14671	Mas7
cpd14672	Mas8
cpd14673	Mas17
cpd14674	Mastoparan
cpd14675	Myomodulin
cpd14676	NeuropeptideY
cpd14677	Thermocryptoxanthin_11
cpd14678	Thermocryptoxanthin_13
cpd14679	Thermocryptoxanthin_15
cpd14680	Thermozeaxanthin_13
cpd14681	Thermozeaxanthin_15
cpd14682	Thermozeaxanthin_17
cpd14683	Thermobiszeaxanthin_13_13
cpd14684	Octaneuropeptide
cpd14685	P55_TNFR
cpd14686	P75_TNFR
cpd14687	Thermobiszeaxanthin_13_15
cpd14688	Thermobiszeaxanthin_15_15
cpd14689	3_Hydroxyechinenone
cpd14691	Adonirubin
cpd14692	Adonixanthin
cpd14693	Zeaxanthindiglucoside
cpd14694	Abscisicacidglucoseester
cpd14695	Dihydrophaseicacid
cpd14698	3_Methyl_1_hydroxybutyl_TPP
cpd14699	S_(3_Methylbutanoyl)_dihydrolipoamide_E
cpd14700	2_Methyl_1_hydroxypropyl_TPP
cpd14702	2_Methyl_1_hydroxybutyl_TPP
cpd14703	S_(2_Methylbutanoyl)_dihydrolipoamide_E
cpd14706	Thermocryptoxanthin
cpd14707	Thermozeaxanthin
cpd14708	Thermobiszeaxanthin
cpd14709	17_O_Acetylajmaline
cpd14710	2_6_Dihydroxypseudooxynicotine
cpd14711	4_Methylaminobutyrate
cpd14712	(9S_10S)_9_10_Dihydroxyoctadecanoate
cpd14713	(9S_10S)_10_Hydroxy_9_(phosphonooxy)octadecanoate
cpd14714	myo_Inositol1_2_3_4_6_pentakisphosphate
cpd14715	myo_Inositolpentakisphosphate
cpd14716	Cholesterol_5alpha_6alpha_epoxide
cpd14717	Bombesin
cpd14718	7_Cyano_7_deazaguanine
cpd14719	Potassiumoxonate
cpd14720	L_Methionine(R)_S_oxide
cpd14721	L_Methionine(S)_S_oxide
cpd14722	Urodilatin
cpd14723	Reactiveblack5
cpd14724	Oxidizedreactiveblack5
cpd14725	ANP
cpd14726	BNP
cpd14727	CNP
cpd14728	Uroguanylin
cpd14729	Guanylin
cpd14730	T_kinin
cpd14731	Bigendothelin
cpd14732	Endothelin_1
cpd14733	Protein_Nomega_(ADP_D_ribosyl)_L_arginine
cpd14734	Endothelin_2
cpd14735	Endothelin_3
cpd14736	cis_Stilbeneoxide
cpd14737	(+)_(1R_2R)_1_2_Diphenylethane_1_2_diol
cpd14738	UrotensinII
cpd14739	alpha_Endorphin
cpd14740	gamma_Endorphin
cpd14741	beta_Lipotropin
cpd14742	gamma_Lipotropin
cpd14743	Somatostatin_2
cpd14744	Somatostatin_1
cpd14745	Cortistatin_29
cpd14746	Cortistatin_17
cpd14747	Ghrelin
cpd14748	CART(1_39)
cpd14749	Amorpha_4_11_diene
cpd14750	CART(42_89)
cpd14751	Melanin_concentratinghormone
cpd14752	NeuropeptideGE
cpd14753	NeuropeptideW_30
cpd14754	NeuropeptideW_23
cpd14755	NeuropeptideB_29
cpd14756	NeuropeptideB_23
cpd14757	NeuropeptideS
cpd14758	Leumorphin
cpd14759	PhIP
cpd14760	alpha_Neoendorphin
cpd14761	beta_Neoendorphin
cpd14762	Leu_enkephalin
cpd14763	Met_enkephalin_Arg_Gly_Leu
cpd14764	Met_enkephalin_Arg_Phe
cpd14765	Nociceptin
cpd14766	RFRP_2
cpd14767	Galanin_likepeptide
cpd14768	Motilin
cpd14769	Glucagon_likepeptide1
cpd14770	Glucagon_likepeptide2
cpd14771	Glicentin
cpd14772	Parathyroidhormone
cpd14773	PTHrP(1_36)
cpd14774	TIP39
cpd14775	Defensinalpha_1
cpd14776	Defensinalpha_2
cpd14777	Defensinalpha_3
cpd14778	Defensinalpha_4
cpd14779	Defensinalpha_5
cpd14780	Defensinbeta_1
cpd14781	Defensinbeta_2
cpd14782	Defensinbeta_3
cpd14783	Defensinbeta_4
cpd14784	LEAP_1
cpd14785	LEAP_2
cpd14786	Thymosinalpha_1
cpd14787	Thymosinbeta_4
cpd14788	Thymosinbeta_10
cpd14789	humanin
cpd14790	3_Sulfolactate
cpd14791	6_(alpha_D_Glucosaminyl)_1D_myo_inositol1_2_cyclicphosphate
cpd14792	Riboflavincyclic_4_5_phosphate
cpd14793	Aliphaticnitrile
cpd14794	Aliphaticaldoxime
cpd14795	Benzylcyanide
cpd14796	(Z)_Phenylacetaldehydeoxime
cpd14797	UrotensinI
cpd14798	NeurophysinI
cpd14799	NeurophysinII
cpd14800	CRH
cpd14801	UrocortinI
cpd14802	UrocortinII
cpd14803	UrocortinIII
cpd14804	GnRH_I
cpd14805	GnRH_II
cpd14806	GHRH(1_29)
cpd14807	Prolactin_releasingpeptide_31
cpd14808	Prolactin_releasingpeptide_20
cpd14809	PACAP_38
cpd14810	PACAP_27
cpd14811	Metastin
cpd14812	Kisspeptin_14
cpd14813	Kisspeptin_13
cpd14814	Kisspeptin_10
cpd14815	SubstanceP
cpd14816	NeuropeptideK
cpd14817	Neuropeptidegamma
cpd14818	SubstanceK
cpd14819	NeurokininB
cpd14820	EndokininA/B
cpd14821	EndokininC
cpd14822	EndokininD
cpd14823	Obestatin
cpd14824	Agouti
cpd14825	NeuropeptideEI
cpd14826	OrexinA
cpd14827	OrexinB
cpd14828	NeuromedinS
cpd14829	Adrenorphin
cpd14830	RFRP_1
cpd14831	RFRP_3
cpd14832	NeuropeptideAF
cpd14833	NeuropeptideFF
cpd14834	Gastrin
cpd14835	CCK_8
cpd14836	Gastrinreleasingpeptide
cpd14837	L_Aminoacyl_L_aminoacid
cpd14838	Pancreaticpolypeptide
cpd14839	PeptideYY
cpd14840	VIP
cpd14841	C_peptide
cpd14842	Relaxin_1
cpd14843	Relaxin_2
cpd14844	Relaxin_3
cpd14845	Insulin_like3
cpd14846	Calcitoningene_relatedpeptide1
cpd14847	Calcitoningene_relatedpeptide2
cpd14848	Adrenomedullin
cpd14849	Adrenomedullin2
cpd14850	CRSP_1
cpd14851	Amylin
cpd14852	Insulin_likegrowthfactorI
cpd14853	Insulin_likegrowthfactorII
cpd14854	CCK_33
cpd14855	Corticotropin_likeintermediarypeptide
cpd14856	Rimorphin
cpd14857	beta_MSH
cpd14858	gamma_MSH
cpd14859	Pyrrolysine
cpd14860	tRNA(Pyl)
cpd14861	L_Lysyl_tRNA(Pyl)
cpd14862	(+)_GermacreneA
cpd14863	(_)_GermacreneD
cpd14864	Germacradienol
cpd14865	Dehydrosqualene
cpd14866	4_4_Diaponeurosporene
cpd14867	4_4_Diaponeurosporenicacid
cpd14868	Glycosyl_4_4_diaponeurosporenoate
cpd14869	Staphyloxanthin
cpd14870	cis_2_Carboxybenzalpyruvate
cpd14871	(R_S)_Nicotine
cpd14872	2_6_Dihydroxy_N_methylmyosmine
cpd14873	Bluepigment
cpd14874	UDP_L_Ara4N
cpd14875	UDP_L_Ara4FN
cpd14876	UDP_L_Ara4O
cpd14877	Undecaprenylphosphatealpha_L_Ara4FN
cpd14878	Undecaprenylphosphatealpha_L_Ara4N
cpd14879	Exendin_2
cpd14880	2_Formylglutarate
cpd14881	Linoleoyl_ACP
cpd14882	alpha_Linolenoyl_ACP
cpd14883	alpha_Linolenoyl_CoA
cpd14884	Stearidonoyl_CoA
cpd14885	(8Z_11Z_14Z_17Z)_Icosatetraenoyl_CoA
cpd14886	(5Z_8Z_11Z_14Z_17Z)_Icosapentaenoyl_CoA
cpd14887	(7Z_10Z_13Z_16Z_19Z)_Docosapentaenoyl_CoA
cpd14888	(9Z_12Z_15Z_18Z_21Z)_Tetracosaheptaenoyl_CoA
cpd14889	(6Z_9Z_12Z_15Z_18Z_21Z)_Tetracosahexaenoyl_CoA
cpd14890	(4Z_7Z_10Z_13Z_16Z_19Z)_Docosahexaenoyl_CoA
cpd14891	(7Z_10Z_13Z_16Z)_Docosatetraenoyl_CoA
cpd14892	(9Z_12Z_15Z_18Z)_Tetracosatetraenoyl_CoA
cpd14893	(6Z_9Z_12Z_15Z_18Z)_Tetracosapentaenoyl_CoA
cpd14894	(4Z_7Z_10Z_13Z_16Z)_Docosapentaenoyl_CoA
cpd14895	Litorin
cpd14896	Ranatensin
cpd14897	SarafotoxinS6b
cpd14898	Insulin_likepeptide5
cpd14899	(11Z_14Z_17Z)_Icosatrienoyl_CoA
cpd14900	(11Z_14Z)_Icosadienoyl_CoA
cpd14901	beta_2_3_4_5_6_Pentachlorocyclohexanol
cpd14902	beta_2_3_5_6_Tetrachloro_1_4_cyclohexanediol
cpd14903	EPAethylester
cpd14904	DHAethylester
cpd14905	ascb6p
cpd14906	DMI
cpd14907	7_Hydroxy_2_4_5_trimethoxyisoflavone
cpd14908	9_Demethylmunduserone
cpd14909	2_7_Dihydroxy_4_methoxyisoflavanone
cpd14910	Malonyldaidzin
cpd14911	Malonylgenistin
cpd14912	1_6_Naphthalenedisulfonicacid
cpd14913	2_6_Naphthalenedisulfonicacid
cpd14914	Glycitin
cpd14915	1_2_Dihydroxynaphthalene_6_sulfonate
cpd14916	Malonylglycitin
cpd14917	(Z)_4_(2_Hydroxy_5_sulfonatophenyl)_2_oxo_3_butenoate
cpd14918	5_Sulfosalicylate
cpd14919	Phenylboronicacid
cpd14920	Naphthalene_1_sulfonate
cpd14921	Naphthalene_2_sulfonate
cpd14922	cis_1_2_Anthracenediol
cpd14923	1_2_Anthracenediol
cpd14924	Anthracene_9_10_dihydrodiol
cpd14925	9_10_Anthracenediol
cpd14926	9_10_Anthraquinone
cpd14927	1_Methoxy_2_hydroxyanthracene
cpd14928	3_(2_Carboxyvinyl)naphthalene_2_carboxylicacid
cpd14929	4_(3_Hydroxy_2_naphthyl)_2_oxobut_3_enoicacid
cpd14930	6_7_Benzocoumarin
cpd14931	3_Hydroxy_2_naphthoate
cpd14932	2_3_Dihydroxynaphthalene
cpd14933	3_[6_(Carboxymethylene)cyclohexa_2_4_dien_1_ylidene]_2_oxopropanate
cpd14934	1_2_Dihydrophthalicacid
cpd14935	3ohodcoa
cpd14936	C18:0_3HYDROXYCOA
cpd14937	od2coa
cpd14938	3oxocdacp
cpd14939	3hc18acp
cpd14940	tocdeenacp
cpd14941	Formononetin7_O_glucoside_6_O_malonate
cpd14942	(_)_Medicocarpin
cpd14943	Medicarpin3_O_glucoside_6_malonate
cpd14944	(+)_Sophorol
cpd14945	(_)_Sophorol
cpd14946	(+)_Maackiain
cpd14947	(+)_6a_Hydroxymaackiain
cpd14948	(_)_Maackiain_3_O_glucosyl_6_O_malonate
cpd14949	6_7_4_Trihydroxyflavanone
cpd14950	2_6_7_4_Tetrahydroxyisoflavanone
cpd14951	o_Nitrobenzoate
cpd14952	o_Hydroxylaminobenzoate
cpd14953	ProteinN6_(octanoyl)lysine
cpd14954	ProteinN6_(lipoyl)lysine
cpd14955	Lipoyl_AMP
cpd14956	LIPOYL_ACP
cpd14957	Apoprotein
cpd14958	(R)_Lipoicacid
cpd14960	Cobalt_precorrin5B
cpd14961	Cobalt_precorrin7
cpd14962	3_5_Dibromo_4_hydroxybenzamide
cpd14963	2_6_Dibromophenol
cpd14964	2_6_Dibromohydroquinone
cpd14965	2_Bromomaleylacetate
cpd14966	MTIC
cpd14967	3_epi_6_Deoxocathasterone
cpd14968	(22R_23R)_22_23_Dihydroxycampesterol
cpd14969	(22R_23R)_22_23_Dihydroxy_campest_4_en_3_one
cpd14972	(E)_Cinnamoyl_CoA
cpd14973	(R)_Phenyllactyl_CoA
cpd14974	Petromyzonol
cpd14975	Petromyzonol24_sulfate
cpd14976	Scymnol
cpd14977	5beta_Scymnolsulfate
cpd14978	1_Hydro_1_1a_dihydroxy_9_fluorenone
cpd14979	2_3_Dihydroxy_2_carboxybiphenyl
cpd14980	2_Hydroxy_6_oxo_6_(2_carboxyphenyl)_hexa_2_4_dienoate
cpd14981	N_Acetylgalactosamine4_sulfate
cpd14982	3_Chloro_2_hydroxymuconicsemialdehyde
cpd14983	Cyclopropanecarboxylate
cpd14984	Cyclopropanecarboxyl_CoA
cpd14985	epi_Isozizaene
cpd14986	Rhodopinal
cpd14987	Rhodopinalglucoside
cpd14988	3_Hydroxy_5_oxohexanoate
cpd14989	3_Hydroxy_5_oxohexanoyl_CoA
cpd14990	(2S_2S)_Oscillol
cpd14991	(2S_2S)_Oscillol2_2_di(alpha_L_fucoside)
cpd14992	epsilon_Carotene
cpd14993	R.g._KetoI
cpd14994	R.g._KetoIII
cpd14995	Thiothece_474
cpd14996	Okenone
cpd14997	Thiobenzamide
cpd14998	Caloxanthin
cpd14999	ThiobenzamideS_oxide
cpd15000	Nostoxanthin
cpd15001	ThiobenzamideS_S_dioxide
cpd15002	Geosmin
cpd15003	D_Thevetose
cpd15004	Pelargonidin3_O_3_6_O_dimalonylglucoside
cpd15005	Cyanidin3_O_3_6_O_dimalonylglucoside
cpd15006	Delphinidin3_O_3_6_O_dimalonylglucoside
cpd15007	7_8_Dihydro_beta_carotene
cpd15008	Cyanidin_3_(p_coumaroyl)_rutinoside_5_glucoside
cpd15009	Peonidin_3_(p_coumaroyl)_rutinoside_5_glucoside
cpd15010	Delphinidin_3_(p_coumaroyl)_rutinoside_5_glucoside
cpd15011	Petunidin_3_(p_coumaroyl)_rutinoside_5_glucoside
cpd15012	Malvidin_3_(p_coumaroyl)_rutinoside_5_glucoside
cpd15013	Pelargonidin3_O_(6_caffeoyl_beta_D_glucoside)
cpd15014	Cyanidin5_O_glucoside
cpd15015	Malonylshisonin
cpd15016	Stearidonicacid
cpd15017	Delphinidin3_O_(6_O_malonyl_beta_D_glucoside)
cpd15018	TernatinA1
cpd15019	TernatinC5
cpd15020	Delphinidin3_O_(6_O_malonyl)_beta_glucoside_3_O_beta_glucoside
cpd15021	Pelargonidin3_O_sophoroside
cpd15022	Cyanidin3_O_sophoroside
cpd15023	Delphinidin3_O_sophoroside
cpd15024	Traumaticacid
cpd15025	Traumatin
cpd15026	3_Hexenal
cpd15027	12_Oxo_9(Z)_dodecenoicacid
cpd15028	Delphin
cpd15029	Delphinidin3_glucoside5_caffoyl_glucoside
cpd15030	Delphinidin3_5_3_triglucoside
cpd15031	Tulipanin
cpd15032	13(S)_HOT
cpd15033	(+)_7_Isojasmonicacid
cpd15034	(+)_7_Isomethyljasmonate
cpd15035	Etherolenicacid
cpd15036	Colnelenicacid
cpd15037	9(S)_HPOT
cpd15038	9_Oxononanoicacid
cpd15039	3_6_Nonadienal
cpd15040	9_10_EOT
cpd15041	10_OPDA
cpd15042	9(S)_HOT
cpd15043	OPC8_CoA
cpd15044	trans_2_Enoyl_OPC8_CoA
cpd15045	3_Hydroxy_OPC8_CoA
cpd15046	3_Oxo_OPC8_CoA
cpd15047	OPC6_CoA
cpd15048	trans_2_Enoyl_OPC6_CoA
cpd15049	3_Hydroxy_OPC6_CoA
cpd15050	3_Oxo_OPC6_CoA
cpd15051	OPC4_CoA
cpd15052	trans_2_Enoyl_OPC4_CoA
cpd15053	3_Hydroxy_OPC4_CoA
cpd15054	3_Oxo_OPC4_CoA
cpd15055	(+)_7_IsojasmonicacidCoA
cpd15056	beta_Isorenieratene
cpd15057	2(R)_HPOT
cpd15058	2(R)_HOT
cpd15059	Heptadecatrienal
cpd15060	Heptadecatrienoicacid
cpd15061	Volicitin
cpd15062	17_Hydroxylinolenicacid
cpd15063	Deinoxanthin
cpd15064	cis_3_Chloroallylaldehyde
cpd15065	Pelargonidin3_O_beta_D_glucoside5_O_(6_coumaroyl_beta_D_glucoside)
cpd15066	Cyanidin3_O_beta_D_glucoside5_O_(6_coumaroyl_beta_D_glucoside)
cpd15067	Delphinidin3_O_beta_D_glucoside5_O_(6_coumaroyl_beta_D_glucoside)
cpd15068	7_Methylxanthosine
cpd15069	7_Methylxanthine
cpd15070	Albireodelphin
cpd15071	7_Methyluricacid
cpd15072	1_7_Dimethyluricacid
cpd15073	3_Methylxanthine
cpd15074	1_Methylxanthine
cpd15075	1_Methyluricacid
cpd15076	3_7_Dimethyluricacid
cpd15077	1_3_7_Trimethyluricacid
cpd15078	3_6_8_Trimethylallantoin
cpd15079	Methylurea
cpd15080	1_3_Dimethylurea
cpd15081	AFMU
cpd15082	AAMU
cpd15083	Delphinidin3_O_(6_caffeoyl_beta_D_glucoside)
cpd15084	Pelargonidin3_(6_p_coumaroyl)glucoside
cpd15085	Cyanidin3_(6_p_caffeoyl)glucoside
cpd15086	Delphinidin3_(6_p_coumaroyl)glucoside
cpd15087	Pelargonidin3_glucoside5_caffeoylglucoside
cpd15088	Cyanidin3_glucoside5_caffeoylglucoside
cpd15089	Cyanidin_3_O_(6_O_malonyl_2_O_glucuronyl)glucoside
cpd15090	(2E_6Z_9Z_12Z_15Z_18Z_21Z)_Tetracosahepta_2_6_9_12_15_18_21_enoyl_CoA
cpd15091	(6Z_9Z_12Z_15Z_18Z_21Z)_3_Hydroxytetracosahexa_6_9_12_15_18_21_enoyl_CoA
cpd15092	(6Z_9Z_12Z_15Z_18Z_21Z)_3_Oxotetracosahexa_6_9_12_15_18_21_enoyl_CoA
cpd15093	(2E_6Z_9Z_12Z_15Z_18Z)_Tetracosahexa_2_6_9_12_15_18_enoyl_CoA
cpd15094	(6Z_9Z_12Z_15Z_18Z)_3_Hydroxytetracosapenta_6_9_12_15_18_enoyl_CoA
cpd15095	(6Z_9Z_12Z_15Z_18Z)_3_Oxotetracosapenta_6_9_12_15_18_enoyl_CoA
cpd15096	(S)_2_(Hydroxymethyl)glutarate
cpd15097	Trinitrotoluene
cpd15098	4_Hydroxylamino_2_6_dinitrotoluene
cpd15099	2_Hydroxylamino_4_6_dinitrotoluene
cpd15100	4_Amino_2_6_dinitrotoluene
cpd15101	2_Amino_4_6_dinitrotoluene
cpd15102	2_4_Diamino_6_nitrotoluene
cpd15103	2_6_Diamino_4_nitrotoluene
cpd15104	2_Amino_4_nitrotoluene
cpd15105	2_4_Diamino_6_hydroxylaminotoluene
cpd15106	2_4_6_Triaminotoluene
cpd15107	2_Methylphloroglucinol
cpd15108	2_4_Dihydroxylamino_6_nitrotoluene
cpd15109	4_Amino_2_hydroxylamino_6_nitrotoluene
cpd15110	Pinocembrinchalcone
cpd15111	Homoeriodictyolchalcone
cpd15112	Phlorizinchalcone
cpd15113	THC4_glucoside
cpd15114	PHC4_O_glucoside
cpd15115	Aureusidin6_O_glucoside
cpd15116	Bracteatin6_O_glucoside
cpd15117	4_4_6_6_Tetranitro_2_2_azoxytoluene
cpd15118	2_4_6_6_Tetranitro_2_4_azoxytoluene
cpd15119	2_2_6_6_Tetranitro_4_4_azoxytoluene
cpd15120	4_Amino_6_hydroxylamino_3_methyl_2_nitrophenol
cpd15121	5_Deoxyleucopelargonidin
cpd15122	Desmethylxanthohumol
cpd15123	Xanthohumol
cpd15124	Pinobanksin3_O_acetate
cpd15125	Pinostrobin
cpd15126	4_Acetamido_2_amino_6_nitrotoluene
cpd15127	AI_2
cpd15128	Hesperetin7_O_glucoside
cpd15129	Naringinchalcone
cpd15130	Isopentenyl_ATP
cpd15131	Isopentenyl_ADP
cpd15132	Isopentenyladenosine
cpd15133	trans_Zeatinribosidetriphosphate
cpd15134	trans_Zeatinribosidediphosphate
cpd15135	trans_Zeatinribosidemonoiphosphate
cpd15136	trans_Zeatinriboside
cpd15137	5_Hydroxyectoine
cpd15139	cll_95
cpd15140	cll_484
cpd15141	cll_96
cpd15142	cll_443
cpd15143	cll_94
cpd15145	cis_Zeatinribosidemonophosphate
cpd15146	Asbestos
cpd15147	trans_Zeatin_7_beta_D_glucoside
cpd15148	Benzidine
cpd15149	Dihydrozeatinribosidemonophosphate
cpd15150	Chlornaphazine
cpd15151	Dihydrozeatinriboside
cpd15152	Dihydrozeatin_O_glucoside
cpd15153	cis_Zeatinriboside
cpd15154	1_3_Butadiene
cpd15155	Coal_tarpitches
cpd15156	NNN
cpd15157	NNK(carcinogen)
cpd15158	Radon_222
cpd15159	Radium_224
cpd15160	Radium_226
cpd15161	Radium_228
cpd15162	Shaleoils
cpd15163	Quartz
cpd15164	Beryllium
cpd15165	Geranicacid
cpd15166	Citronellate
cpd15167	cdiGMP
cpd15168	Citronellyl_CoA
cpd15169	trans_Geranyl_CoA
cpd15170	7_Methyl_3_oxo_6_octenoyl_CoA
cpd15171	cis_Prenyl_tRNA
cpd15172	(2E)_5_Methylhexa_2_4_dienoyl_CoA
cpd15173	3_Hydroxy_5_methylhex_4_enoyl_CoA
cpd15174	5_Methylhex_4_enoyl_CoA
cpd15175	5_Methyl_3_oxo_4_hexenoyl_CoA
cpd15176	3_Fluorocatechol
cpd15177	4_Fluorocatechol
cpd15178	3_Fluoro_cis_cis_muconate
cpd15179	2_Fluoro_cis_cis_muconate
cpd15180	4_Fluoromuconolactone
cpd15181	5_Fluoromuconolactone
cpd15182	3_Fluorocyclohexadiene_cis_cis_1_2_diol_1_carboxylate
cpd15183	5_Fluorocyclohexadiene_cis_cis_1_2_diol_1_carboxylate
cpd15184	4_Fluorocyclohexadiene_cis_cis_1_2_diol_1_carboxylate
cpd15185	6_Fluorocyclohexadiene_cis_cis_1_2_diol_1_carboxylate
cpd15186	2_Fluorocyclohexadiene_cis_cis_1_2_diol_1_carboxylate
cpd15187	4_Fluorocyclohexadiene_cis_cis_1_2_diol
cpd15188	1_Fluorocyclohexadiene_cis_cis_1_2_diol
cpd15189	4_Fluorophenol
cpd15190	Astaxanthindiester
cpd15192	12dgr_SC
cpd15193	1agly3p_SC
cpd15197	2hhxdal
cpd15198	2ohph_5
cpd15199	2ombzl_5
cpd15200	2omhmbl_5
cpd15201	2ommbl_5
cpd15202	2omph_5
cpd15203	2oph_5
cpd15204	3hodcoa
cpd15205	3hxccoa
cpd15207	3ohxccoa
cpd15208	3ophb_5
cpd15209	44mctr
cpd15210	44mzym
cpd15212	4mzym_int1
cpd15213	4mzym_int2
cpd15217	alpam
cpd15218	ap4g
cpd15220	cer1_24
cpd15221	cer1_26
cpd15222	cer2_24
cpd15223	cer2_26
cpd15224	cer2_24
cpd15225	cer2_26
cpd15226	cer3_24
cpd15227	cer3_26
cpd15229	dagpy_SC
cpd15236	gluala
cpd15237	hdcea
cpd15238	hdcoa
cpd15239	hdeACP
cpd15240	hexc
cpd15241	hexccoa
cpd15242	hxc2coa
cpd15243	ipc124_SC
cpd15244	ipc126_SC
cpd15245	ipc224_SC
cpd15246	ipc226_SC
cpd15247	ipc324_SC
cpd15248	ipc326_SC
cpd15249	lystrna
cpd15250	m1macchitppdol
cpd15251	m2macchitppdol
cpd15252	m3macchitppdol
cpd15253	mip2c124_SC
cpd15254	mip2c126_SC
cpd15255	mip2c224_SC
cpd15256	mip2c226_SC
cpd15257	mip2c324_SC
cpd15258	mip2c326_SC
cpd15259	mipc124_SC
cpd15260	mipc126_SC
cpd15261	mipc224_SC
cpd15262	mipc226_SC
cpd15263	mipc324_SC
cpd15264	mipc326_SC
cpd15268	ocdACP
cpd15269	ocdcea
cpd15270	ocdcya
cpd15271	ocdcyaACP
cpd15272	ocdycacoa
cpd15274	odecoa
cpd15275	oh1
cpd15276	pa_SC
cpd15277	palmACP
cpd15283	psph1p
cpd15284	ptd134bp_SC
cpd15287	ptd3ino_SC
cpd15288	ptd4ino_SC
cpd15290	q6
cpd15291	q6h2
cpd15294	tdeACP
cpd15295	tdecoa
cpd15297	ttccoa
cpd15298	ttdcea
cpd15299	zym_int1
cpd15300	zym_int2
cpd15301	bglycogenb
cpd15302	glycogenb
cpd15303	13BDglcnb
cpd15304	chitinb
cpd15305	mannanb
cpd15306	12dgr120
cpd15307	12dgr140
cpd15308	12dgr141
cpd15309	12dgr160
cpd15310	12dgr161
cpd15311	12dgr180
cpd15312	12dgr181
cpd15313	1agpe120
cpd15314	1agpe140
cpd15315	1agpe141
cpd15316	1agpe160
cpd15317	1agpe161
cpd15318	1agpg120
cpd15319	1agpg140
cpd15320	1agpg141
cpd15321	1agpg160
cpd15322	1agpg161
cpd15323	1agpg180
cpd15324	1agpg181
cpd15325	1ddecg3p
cpd15326	1hdec9eg3p
cpd15327	1hdecg3p
cpd15328	1odec11eg3p
cpd15329	1odecg3p
cpd15330	1tdec7eg3p
cpd15331	1tdecg3p
cpd15332	23dhbzs
cpd15336	2agpe120
cpd15337	2agpe140
cpd15338	2agpe141
cpd15339	2agpe160
cpd15340	2agpe161
cpd15341	2agpe180
cpd15342	2agpe181
cpd15343	2agpg120
cpd15344	2agpg140
cpd15345	2agpg141
cpd15346	2agpg160
cpd15347	2agpg161
cpd15348	2agpg180
cpd15349	2agpg181
cpd15350	2ddecg3p
cpd15351	2dhguln
cpd15352	2dmmq8
cpd15353	2dmmql8
cpd15354	2hdec9eg3p
cpd15355	2hdecg3p
cpd15357	2odec11eg3p
cpd15358	2odecg3p
cpd15359	2ombzl
cpd15360	2omhmbl
cpd15361	2ommbl
cpd15362	2tdec7eg3p
cpd15363	2tdecg3p
cpd15364	2tpr3dpcoa
cpd15366	3hcddec5eACP
cpd15368	3hcmrs7eACP
cpd15369	3hcpalm9eACP
cpd15370	3hcvac11eACP
cpd15371	3hoctaACP
cpd15373	3ocddec5eACP
cpd15374	3ocmrs7eACP
cpd15375	3ocpalm9eACP
cpd15376	3ocvac11eACP
cpd15377	3ooctdACP
cpd15378	4hba
cpd15380	5drib
cpd15385	LalaDglu
cpd15386	LalaDgluMdap
cpd15387	LalaDgluMdapDala
cpd15388	LalaLglu
cpd15389	Nmtrp
cpd15390	acgal1p
cpd15391	acmum6p
cpd15392	acolipa
cpd15394	allul6p
cpd15395	alpp
cpd15396	anhgm
cpd15397	anhgm3p
cpd15398	anhgm4p
cpd15399	anhm
cpd15400	anhm3p
cpd15401	anhm4p
cpd15402	apg120
cpd15403	apg140
cpd15404	apg141
cpd15405	apg160
cpd15406	apg161
cpd15407	apg180
cpd15408	apg181
cpd15410	aragund
cpd15411	arbtn
cpd15412	bbtcoa
cpd15413	bglycogen
cpd15414	btnso
cpd15415	cddec5eACP
cpd15416	cdec3eACP
cpd15417	cdpdddecg
cpd15418	cdpdhdec9eg
cpd15419	cdpdhdecg
cpd15420	cdpdodec11eg
cpd15421	cdpdodecg
cpd15422	cdpdtdec7eg
cpd15423	cdpdtdecg
cpd15425	clpn120
cpd15426	clpn140
cpd15427	clpn141
cpd15428	clpn160
cpd15429	clpn161
cpd15430	clpn180
cpd15431	clpn181
cpd15432	colipa
cpd15433	cpe160
cpd15434	cpe180
cpd15435	cpg160
cpd15436	cpg180
cpd15437	cpgn
cpd15438	cpgn_un
cpd15439	crnDcoa
cpd15440	crncoa
cpd15441	ctbtcoa
cpd15443	dhmptp
cpd15446	dsbaox
cpd15447	dsbard
cpd15448	dsbcox
cpd15449	dsbcrd
cpd15450	dsbdox
cpd15451	dsbdrd
cpd15452	dsbgox
cpd15453	dsbgrd
cpd15454	dtdp4aaddg
cpd15455	eca2und
cpd15456	eca3und
cpd15457	eca4colipa
cpd15458	eca4und
cpd15459	enlipa
cpd15460	fe3dhbzs
cpd15461	fe3hox_un
cpd15462	fecrm_un
cpd15463	feoxam_un
cpd15464	fldox
cpd15465	fldrd
cpd15466	frulys
cpd15467	frulysp
cpd15468	g3ps
cpd15469	gagicolipa
cpd15470	garagund
cpd15472	gdpofuc
cpd15473	gfgaragund
