sample_id	total	oxidoreductase_activity	sphingosine_hydroxylase_activity	monooxygenase_activity	electron_transfer_activity	oxygen_evolving_activity	steroid_dehydrogenase_activity	oxidoreductase_activity__acting_on_CH_OH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_CH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH2_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH_group_of_donors	oxidoreductase_activity__acting_on_NAD_P_H	oxidoreductase_activity__acting_on_other_nitrogenous_compounds_as_donors	oxidoreductase_activity__acting_on_a_sulfur_group_of_donors	oxidoreductase_activity__acting_on_a_heme_group_of_donors	oxidoreductase_activity__acting_on_diphenols_and_related_substances_as_donors	oxidoreductase_activity__acting_on_peroxide_as_acceptor	oxidoreductase_activity__acting_on_hydrogen_as_donor	oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen	oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen	oxidoreductase_activity__acting_on_superoxide_radicals_as_acceptor	oxidoreductase_activity__acting_on_metal_ions	oxidoreductase_activity__acting_on_CH_or_CH2_groups	oxidoreductase_activity__acting_on_iron_sulfur_proteins_as_donors	oxidoreductase_activity__acting_on_reduced_flavodoxin_as_donor	oxidoreductase_activity__acting_on_the_aldehyde_or_oxo_group_of_donors	pyrogallol_hydroxytransferase_activity	X2_octaprenylphenol_hydroxylase_activity	arsenate_reductase_activity	oxidoreductase_activity__acting_on_phosphorus_or_arsenic_in_donors	sulfur_reductase_activity	selenate_reductase_activity	X2_desacetyl_2_hydroxyethyl_bacteriochlorophyllide_a_dehydrogenase_activity	glycyl_radical_enzyme_activating_activity	crotonyl_CoA_reductase_activity	NADPH_sulfur_oxidoreductase_activity	tRNA__2_methylthio_N_6__cis_hydroxy_isopentenyl_adenosine__hydroxylase_activity	geranylgeranyl_reductase_activity	violaxanthin_de_epoxidase_activity	oxidoreductase_activity__acting_on_X_H_and_Y_H_to_form_an_X_Y_bond	dioxygenase_activity	X3_8_divinyl_protochlorophyllide_a_8_vinyl_reductase_activity	uracil_oxygenase_activity	epoxyqueuosine_reductase_activity	fatty_acid_alpha_hydroxylase_activity	transmembrane_monodehydroascorbate_reductase_activity	Remaining
0159_AQ22_10470_20200103_ST	59015	699.883333333334	0	32.1666666666667	122.622222222222	0	7.25	629.391666666667	177.916666666667	217.666666666667	111.75	67.8888888888889	22.95	78.9986111111111	0.1	0	31.5166666666667	16.4333333333333	14.75	10.75	2.75	1.53333333333333	106.416666666667	7.8	0	178.416666666667	0	0	0.5	0.5	0	0	0	11.6666666666667	0	0	0	0	0	1	20	0	0	4.16666666666667	0	0	56438.2152777778
0159_AS41_40015_20171215_ST	58171	940.233333333333	0	46.9166666666667	171.403968253968	0	3.5	544.541666666667	168.908333333333	181.333333333333	122.666666666667	125.844444444444	27.7595238095238	127.033333333333	0.609523809523809	0	48.4583333333333	44.4333333333333	18.4166666666667	4.51666666666667	4.5	10.6666666666667	97.6666666666666	7.75	0	228.65	0	0	1	1	0	0	0	7.11666666666667	0	0	0	0	0	13	24.85	0	0	3.08333333333333	0	0	55195.1408730159
0159_AA34_42478_20190916_ST	57729	947.95	0	28.75	93.8	0	0.5	592.55	139.166666666667	151	103	27.0833333333333	15.75	85.8333333333333	0	0	31.5333333333333	23.6333333333333	22.75	3	4	3.66666666666667	135.75	10.3333333333333	0	173.333333333333	0	0	0.5	0	0	2	0	22.0833333333333	0	0	0	0	0	43.5	9	0	0	6.33333333333333	0	0	55052.2
0159_AA34_42317_20190103_ST	54820	763.95	0	33.5	128.159523809524	0	1.83333333333333	543.6	167.333333333333	129.166666666667	85.5333333333333	65.9833333333333	51.2	127.422222222222	1.63333333333333	0	48.1833333333333	34.5666666666667	21.75	6.01666666666667	2.5	11.3	124.809523809524	5	0	211.669047619048	0	0	1.5	1.5	0.5	0	0	8.58333333333333	0	0	0	0	0	6	15.6	0	0	1.91666666666667	0	0	52219.2896825397
0159_AJ09_760027_20191017_ST	52807	836.525	0	69.0833333333334	144.651587301587	0	4.33333333333333	681.65	212.27380952381	154.433333333333	157.42619047619	127.246825396825	95.9857142857143	142.425	4.18571428571428	2.25	57.1333333333333	27.45	19.75	45.4547619047619	2.75	15.2	108.416666666667	8.91666666666666	0	286.852380952381	0	0	3.66666666666667	3.66666666666667	0	0.333333333333333	0	8.58333333333333	0	0	1.5	0	0	7.75	56.9547619047619	0	0	5.25	0	0	49514.9015873016
0159_AA34_42360_20190304_ST	51043	650.766666666667	0	27.1666666666667	100.966666666667	0	6	474.35	137.366666666667	197.916666666667	98.5	87.3833333333333	15.45	82.2708333333333	0	0	29.8333333333333	14.4333333333333	10.9166666666667	13.0833333333333	3.75	2.66666666666666	112.916666666667	3.25	0	176.566666666667	0	0	0.5	0.5	0	0	0	9.16666666666667	0	0	0	0	0	21.5	15.5	0	0	4.25	0	0	48746.0291666667
0159_AF13_79004_20190322_ST	48141	626.366666666667	0	19.4166666666667	114.411111111111	0	10.25	434.55	133.125	143.8	83.1666666666666	82.9277777777777	15.8666666666667	85.5625	0.1	0	34.9583333333333	13.7166666666667	13.0833333333333	2.83333333333333	2.75	4.33333333333334	73.5833333333332	2.75	0	140.733333333333	0	0	1.5	1.5	0	0	0	7.08333333333333	0	0	0	0	0	17.5	30.8333333333333	0	0	2.58333333333333	0	0	46041.7152777778
0159_AP39_21175_20180310_ST	47700	721.2	0	35.125	134.448412698412	0	8.16666666666666	548.852777777778	185.208333333333	178.083333333333	122.083333333333	100.310317460317	53.8761904761905	126.8125	2.10952380952381	0.25	26.3666666666667	23.55	14.75	17.975	4.5	8.66666666666667	98.0833333333333	5.65	0	209	0	0	0.5	0.5	0.25	1.33333333333333	0	9.41666666666667	0	0	0	0	0	8	32.9333333333334	0	0	7.83333333333333	0	0	45014.1652777778
0159_AP39_21066_20171129_ST	47559	596	0	19.5833333333333	111.455555555556	0	8.375	468.4	143.375	148.75	83.5	77.3222222222222	16.3333333333333	85.1152777777778	0	0	38.9166666666667	20.7666666666667	11.1666666666667	4.25	2.66666666666667	6.83333333333333	78.25	3.8	0	151.966666666667	0	0	0.25	0.25	0	0	0	9.41666666666667	0	0	0	0	0	12	23	0	0	2.83333333333333	0	0	45434.4236111111
0159_AY44_33032_20170926_ST	47421	647.2	0	29	135.083333333334	0	6.75	521.533333333333	157.075	154.166666666667	97	103.916666666667	31.3166666666667	101.236111111111	0.1	0	38.9583333333333	19.6666666666667	16	12.875	4.66666666666667	6.5	75.5833333333333	6.23333333333333	0	159.833333333333	0	0	0.75	0.75	0	0.333333333333333	0	7.08333333333333	0	0	0	0	0	7	28.2083333333333	0	0	2.83333333333333	0	0	45049.3472222222
0159_AP39_21555_20181108_ST	47314	737.3	0	25.1666666666667	146.403968253968	0	5.5	418.6	164.375	149.75	94.0000000000001	100.566666666667	14.2928571428571	85.5555555555555	0.52063492063492	0	23.6416666666666	18.2333333333333	17.25	3.08333333333334	5.66666666666667	1.33333333333333	149	7.66666666666667	0	180.816666666667	0.5	0	1.5	1.5	0	0	0	11.7833333333333	0	0	0	0	0	4.25	21.4166666666667	0	0	5.33333333333333	0	0	44918.9936507936
0159_AP39_21046_20171002_ST	46212	773.316666666667	0	16.9583333333333	86.3968253968254	0	6.75	348.05	112.083333333333	114.25	74.0833333333334	15.9944444444444	12.6190476190476	59.925	0.385714285714286	0	27.2666666666667	25.25	12.8333333333333	0.958333333333333	2	0.333333333333333	89.65	11.3666666666667	0	169.283333333333	0	0	2	2	0	0	0	8.75	0	0	0	0	0	20	50.0833333333333	0	0	4	0	0	44165.4123015873
0159_AP39_21200_20180318_ST	46186	556.216666666667	0	25.125	125.415079365079	0	8.5	452.416666666667	164.166666666667	164.883333333333	96	83.1555555555556	21.9428571428571	83.3736111111111	0.90952380952381	0	29.5	13.2	15.5833333333333	4.95833333333333	3.375	5.5	86.9999999999999	12.75	0	165.05	0	0	0.666666666666665	0.666666666666665	0	0	0	7	0	0	0	0	0	0.75	15.9166666666667	0	0	2.5	0	0	44039.4783730159
0159_AQ29_10046_20171214_ST	45917	580.25	0	29.1666666666667	113.016666666667	0	4	483.1	153.083333333333	185.133333333333	97.5	110.433333333333	30.9166666666667	107.958333333333	0	0	33.7083333333333	13.5666666666667	14.6666666666667	14.1666666666667	2.5	7.83333333333333	104.583333333333	3.83333333333333	0	170.766666666667	0	0	0.5	0.5	0	0	0	7.41666666666667	0	0	0	0	0	8	16.5	0	0	3.25	0	0	43620.65
0159_AA34_42323_20190102_ST	45878	431.15	0	25.8333333333333	136.883333333334	0	2	372.066666666667	123.375	153.166666666667	80.8333333333333	119.416666666667	19.8166666666667	67.6527777777778	0.1	0	38.725	9.95	8.91666666666665	3.68333333333333	2.75	1.33333333333333	60.0833333333333	0.5	0	137.016666666667	0	0	0.25	0.25	0	0	0	8.08333333333333	0	0	0	0	0	10.25	12.4333333333333	0	0	3	0	0	44048.4805555556
0159_AP39_21207_20180418_ST	45206	556.083333333333	0	23.5	96.9888888888889	0	3.75	470.366666666667	145.833333333333	165.966666666667	121.25	74.8722222222222	11.1666666666667	106.0625	0	0	27.4583333333333	13.6833333333333	17.75	5.5	3	3	92.25	8.23333333333333	0	133	0	0	1.75	1.75	0	0	0	5.33333333333333	0	0	0	0	0	3.75	20	0	0	3.33333333333333	0	0	43090.3680555555
0159_BE31_82033_20191210_ST	44906	651.916666666667	0	24.0833333333333	118.115079365079	0	7.25	419.25	120.416666666667	152.75	89.1666666666667	56.5055555555556	12.7928571428571	65.3666666666667	0.142857142857143	0	19.125	13.45	9.91666666666665	3.5	3	1.33333333333333	94.0833333333334	11.9666666666667	0	132.25	0	0	2.75	2.75	0	0	0	9.5	0	0	0	0	0	1.5	12.5	0	0	3.5	0	0	42867.1186507937
0159_BD46_77054_20190703_ST	44122	565.85	0	24.4166666666667	99.3563492063492	0	6	425.233333333333	119.083333333333	134.433333333333	80.75	80.0444444444445	16.7619047619048	81.2916666666667	0.728571428571429	0	24.4583333333333	15.55	17.75	2.25	2.75	4	81.5833333333333	3.25	0	109.366666666667	0	0	4	4	0	0	0	6.5	0	0	0	0	0	3.5	23.25	0	0	3.91666666666667	0	0	42181.9253968254
0159_AA34_42028_20180918_ST	43076	565.483333333333	0	39.5	136.659523809524	0	8.25	497.166666666667	139.65	201.416666666667	109.183333333333	87.6444444444444	30.1666666666667	103.658333333333	1.12222222222222	0	28.8666666666667	15.75	15.8333333333333	23.0833333333333	3.25	1	97.3333333333333	5.46666666666667	0	199.002380952381	0	0	1.25	1.25	0	0	0	4.66666666666667	0	0	0	0	0	42	20.0833333333333	0	0	2.33333333333333	0	0	40694.9297619048
0159_AA34_42204_20180619_ST	41553	479.75	0	18.9166666666667	109.433333333333	0	6	395.583333333333	129.516666666667	131.416666666667	95.25	72.7999999999999	14.2333333333333	69.9166666666667	0	0	17.9166666666667	10.65	9.66666666666665	9.08333333333333	3.25	1	74	6.05	0	141.966666666667	0	0	0	0	0	0.333333333333333	0	9	0	0	0	0	0	4.5	8.33333333333333	0	0	2.66666666666667	0	0	39731.7666666667
0159_AP39_21437_20180911_ST	40225	573.35	0	26.3333333333333	125.427777777778	0	6.20833333333333	320.65	139.208333333333	131.75	80.8333333333333	93.1277777777778	4.25	54.7291666666667	0	0	30.75	7.58333333333334	10.25	4.75	2.25	0.666666666666667	79.0833333333333	6.93333333333333	0	113.383333333333	0	0	0.5	0.5	0	0	0	4.91666666666667	0	0	0	0	0	10.25	13.5	0	0	1.83333333333333	0	0	38381.9819444445
0159_AA34_42359_20190211_ST	39196	487.966666666667	0	17.9166666666667	83.1	0	5.25	341.25	119.166666666667	144.083333333333	74.0833333333333	65.4833333333333	15.7833333333333	63.5625	0	0	25.5416666666667	10.6666666666667	9.41666666666665	4	3.25	3	80.6666666666667	1.75	0	131.883333333333	0	0	2.5	2.5	0	0	0	5.75	0	0	0	0	0	4.25	10.5833333333333	0	0	3.5	0	0	37479.0958333333
0159_AP39_21276_20190316_ST	39169	501.616666666667	0	24.25	89.7111111111111	0	2.5	403.983333333333	123	144	80.75	80.8111111111111	21.5	72.3319444444444	0.333333333333333	0.25	17.25	6.61666666666667	6	12.75	3	5.86666666666667	73.1666666666667	0.4	0	138.583333333333	0	0	0	0	0	0	0	5.66666666666667	0	0	0	0	0	4	4.5	0	0	1.75	0	0	37344.4125
0159_AA34_42337_20190123_ST	37413	485.816666666667	0	23.5	101.681746031746	0	5.5	343.883333333333	125.166666666667	97.9333333333333	79.6666666666667	72.8888888888889	11.0595238095238	58.7083333333333	0.40952380952381	0	22.5416666666667	15.8833333333333	12.25	5.58333333333333	2.75	2.33333333333333	93	2	0	119.809523809524	0	0	0	0	0	0	0	3.83333333333333	0	0	0	0	0	3	14.5	0	0	5.83333333333333	0	0	35703.4674603175
0159_AA34_42345_20190125_ST	37000	416.066666666667	0	16.25	80.6611111111111	0	1.5	389.716666666667	103.583333333333	119.166666666667	91.6666666666667	74.2111111111111	13.8666666666667	96.8111111111111	0.2	0	23.5	7.03333333333333	9.41666666666666	8	2	3.86666666666667	80.5833333333333	5.8	0	100.9	0	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	2.5	16	0	0	2.33333333333333	0	0	35327.0333333333
0159_AA34_42073_20180514_ST	35239	488.833333333333	0	13.9166666666667	87.5214285714286	0	3.125	402.283333333333	119.291666666667	128.333333333333	70.5	66.2333333333333	22.9880952380952	58.4708333333333	1.17142857142857	0.75	24.75	16.8166666666667	12.3333333333333	7.66666666666666	2.25	3.33333333333333	68.6666666666667	2.38333333333333	0	141.15	0	0	0.5	0.5	0	0	0	6.25	0	0	0	0	0	9.5	18.1666666666667	0	0	2.08333333333333	0	0	33459.231547619
0159_AP39_21232_20180924_ST	34957	477	0	15.8333333333333	60.2555555555556	0	5.125	359.1	89.8333333333333	106.666666666667	68.1666666666667	49.5722222222222	16.2	95.9375	1.33333333333333	0.1	24.625	16.2	11.1666666666667	2.08333333333333	1.75	7.5	92.0833333333334	10.7833333333333	0	139.516666666667	0	0	0.5	0	0	0	0	5.33333333333333	0	0	0	0	0	9.5	20.3333333333333	0	0	3.08333333333333	0	0	33267.4180555556
0159_AA34_42421_20190526_ST	34900	809.616666666667	0	113.891666666667	80.9380952380952	0	17.6666666666667	789.816666666667	184.946428571429	101.5	92.45	141.136507936508	110.642857142857	129.977777777778	3.37777777777778	3.16666666666667	59	0.666666666666666	36	108.191666666667	5.25	6.83333333333333	67.1666666666667	9.75	0	468.285714285714	0	0	2	2	0	0	0	5.5	0	0	2	0	0	1	92.3166666666666	0	0	2.25	0	0	31452.6615079365
0159_AP39_21185_20180121_ST	34809	385.866666666667	0	15.25	86.5333333333333	0	8.70833333333334	347.566666666667	114.333333333333	109.666666666667	72.6666666666667	61.8333333333333	14.5833333333333	73.7083333333334	0.2	0	20.875	13.5333333333333	8.5	1	2.125	3	51.1666666666667	4.73333333333333	0	94.9333333333333	0	0	1	1	0	0	0	6.83333333333333	0	0	0	0	0	2.75	9.75	0	0	2.83333333333333	0	0	33294.05
0159_AA34_42021_20181004_ST	33922	384.033333333333	0	19.4166666666667	87.8650793650794	0	4.25	380.25	107.416666666667	143.333333333333	61.4166666666667	71.8722222222222	16.3095238095238	108.013888888889	0.142857142857143	0	19.1666666666667	10.7333333333333	18.25	6.41666666666667	1.5	8	59.9166666666667	1.25	0	135.3	0	0	0	0	0	0	0	3.91666666666667	0	0	1	0	0	5.25	15.9166666666667	0	0	2.58333333333333	0	0	32248.4797619048
0159_BE31_82030_20200116_ST	33868	499.65	0	18	92.0928571428571	0	7	329.216666666667	112.333333333333	92	71.1833333333333	45.1166666666667	15.5428571428571	55.2916666666667	0.40952380952381	0.166666666666667	16.7916666666667	9.9	12.25	4.83333333333333	2.25	1	62.9166666666667	8.98333333333333	0	112.966666666667	0	0	2.16666666666667	2.16666666666667	0	0.333333333333333	0	4.41666666666667	0	0	0	0	0	3	17.5	0	0	5.91666666666667	0	0	32262.6047619048
0159_AA34_42340_20190125_ST	33088	362.233333333333	0	12.1666666666667	70.3722222222223	0	3.5	278.6	92.5	114.666666666667	51.8333333333333	31.8055555555556	8.65	52.3472222222222	0	0	13.7666666666667	10.85	8	3.5	2.25	1.33333333333333	64.1666666666666	2.95	0	89.5	0	0	0	0	0	0	0	8.66666666666667	0	0	0	0	0	16.75	7.5	0	0	2.66666666666667	0	0	31777.425
0159_BD46_77028_20180919_ST	32856	521.416666666667	0	32.9166666666667	103.455555555556	0	2.5	353.9	114.75	101.75	61.8666666666667	88.1912698412698	51.8833333333333	74.9583333333333	2.66666666666667	1.58333333333333	24.525	19.15	14.5833333333333	13.0166666666667	1	4.66666666666666	63.4166666666666	8.66666666666666	0	140.083333333333	0	0	1.33333333333334	1.33333333333334	0	1.66666666666667	0	3.2	0	0	0	0	0	7.49999999999999	28.35	0	0	1	0	0	31010.6698412699
0159_AP39_21196_20171219_ST	32830	402.983333333333	0	18.4583333333333	61.3	0	15.4166666666667	317.95	101.75	103.183333333333	73.8333333333334	52.9666666666667	8	73.0902777777778	0	0	23.475	7.11666666666667	7.375	2	3.25	4.83333333333333	50	1	0	99	0	0	1.5	1.5	0	0	0	3.56666666666667	0	0	0	0	0	10	16	0	0	0.916666666666667	0	0	31369.5347222222
0159_AA34_42444_20190706_ST	32488	387.733333333333	0	33.0833333333333	73.9444444444444	0	9.75	295.083333333333	99.5833333333333	104.516666666667	64.5	64.5111111111111	17.45	57.15	0.333333333333334	0	20.7916666666667	6.18333333333333	12.8333333333333	10.25	2	2.03333333333333	52.1666666666667	1.25	0	79.1833333333333	0	0	1.75	1.75	0	0	0	5.83333333333333	0	0	0	0	0	2	11.0833333333333	0	0	3.58333333333333	0	0	31067.6694444444
0159_BE31_82034_20200109_ST	32394	533.366666666667	0	14.25	80.8134920634921	0	2.375	294.766666666667	103.341666666667	99.85	68.8333333333334	42.6777777777778	5.28571428571429	40.2777777777778	0.419047619047619	0.25	19.75	15.6833333333333	12	2.08333333333333	3	2	63.3333333333333	4.08333333333333	0	124.966666666667	0	0	0	0	0	0	0	8.16666666666667	0	0	0	0.2	0	12.5	20	0	0	3.83333333333333	0	0	30815.8928571429
0159_AA34_42508_20191111_ST	30895	380.116666666667	0	16.5833333333333	71.4373015873016	0	7	286.5	96.7083333333333	125.983333333333	58.8333333333333	45.5611111111111	19.8428571428572	63.45	0.50952380952381	0	21.2916666666667	6.71666666666667	12.5	5.5	1	6.66666666666666	63.1666666666666	6.33333333333333	0	122.083333333333	0	0	0.5	0.5	0	0	0	3	0	0	0	0	0	4	9.75	0	0	1.25	0	0	29458.2158730159
0159_BE31_82020_20191126_ST	28744	439.683333333333	0	8.16666666666667	74.1333333333333	0	2.75	271.083333333333	88.9999999999999	78.2666666666666	59.6	54.2333333333333	7.7	50.4416666666667	0.366666666666667	0.5	14.0833333333333	12.1666666666667	6.25	2.58333333333333	1.25	1.5	52.3333333333333	6.3	0	104.466666666667	0	0	0	0	0	0	0	8	0	0	0	0	0	13	9.25	0	0	0.25	0	0	27376.6416666667
0159_AY44_33064_20171009_ST	28428	399.566666666667	0	31	71.1611111111111	0	9.5	289.766666666667	88.3	101.333333333333	47.5	38.9111111111111	12.5333333333333	74.875	0.2	0	17.7083333333333	14.3	8	5.83333333333333	2	2	56.4166666666667	5.9	0	99.0499999999999	0	0	0	0	0	1	0	5.75	0	0	0	0	0	21	14.8333333333333	0	0	2	0	0	27007.5611111111
0159_BD46_77024_20190329_ST	27977	415.633333333333	0	12.8333333333333	79.0333333333333	0	11.6666666666667	240.033333333333	121.791666666667	90.9166666666666	60.1666666666667	34.2333333333333	7.6	77	0	0	22.5333333333333	16.2666666666667	6.75	1	3.75	1	55.6666666666666	8.4	0	105.816666666667	0	0	0.5	0.5	0	0	0	4.66666666666667	0	0	0	0	0	1.25	14.25	0	0	1.33333333333333	0	0	26582.4083333334
0159_BD46_77027_20181113_ST	27763	362.566666666667	0	14	70.2833333333333	0	2.75	247.416666666667	90.8333333333332	83.3333333333333	51	46.3166666666667	10.7833333333333	56.125	0.1	0	20.5	6.11666666666666	8.5	2.08333333333333	2	1.33333333333333	54.8333333333333	2.65	0	88.5833333333334	0	0	2	2	0	0	0	2.5	0	0	0	0	0	1.5	7.58333333333333	0	0	2.58333333333333	0	0	26522.725
0159_AS41_40009_20171207_ST	27471	337.2	0	15.5416666666667	55.9611111111111	0	5.75	252.627777777778	83.8333333333334	87.2	46.75	38.5111111111111	3.58333333333334	52.375	0.2	0	11.125	6.76666666666667	8.66666666666665	4.45833333333333	1	3.66666666666667	35.1666666666666	2.58333333333333	0	68.6333333333333	0	0	0.5	0.5	0	0	0	4.16666666666667	0	0	0	0	0	3	11.25	0	0	1.83333333333333	0	0	26328.15
0159_AZ03_32039_20181029_ST	27084	354.7	0	16.25	73.5595238095238	0	3.5	242.5	69.75	84.9333333333334	65.75	65.8	10.5595238095238	55.2291666666667	0.142857142857143	0	17.3333333333333	2.9	5.25	3.5	1	2.5	53.3333333333333	3.83333333333333	0	70.6333333333333	0	0	2	2	0	0	0	4.25	0	0	0	0	0	0.999999999999999	12	0	0	2.91666666666667	0	0	25856.8755952381
0159_AA34_42237_20181127_ST	26615	246.85	0	6.91666666666667	49.5261904761905	0	3.375	249.95	76.5833333333333	79.6666666666667	47.0333333333333	25	10.2261904761905	34.1375	0.20952380952381	0	11.0833333333333	13.65	4.41666666666667	2	1.25	2.03333333333333	56.3333333333333	3.8	0	82.2	0	0	0	0	0	0	0	5.36666666666667	0	0	0	0	0	1	4	0	0	0	0	0	25598.3922619048
0159_AP39_21430_20180723_ST	23687	287.983333333333	0	12.5	35.4666666666667	0	3.375	268.983333333333	84.4999999999999	68.8333333333333	42.3333333333333	23.6666666666667	10.8333333333333	28.1527777777778	0	0	9.08333333333334	7.55	10.1666666666667	6	1.25	2.83333333333333	45.25	4.2	0	66.7166666666667	0	0	0.5	0.5	0	0	0	5.68333333333333	0	0	0	0	0	5	7.5	0	0	1.16666666666667	0	0	22646.9722222222
0159_AA34_42047_20180417_ST	23544	298.566666666667	0	12.3333333333333	48.1484126984127	0	4.75	223.7	79.3083333333333	89.85	54.3333333333333	45.5888888888889	5.39285714285714	47.2916666666667	0.142857142857143	0	16.3083333333333	6.16666666666667	7.58333333333335	2.5	1.41666666666667	2.33333333333333	45.8333333333334	4.13333333333333	0	82.1333333333333	0	0	0	0	0.25	0	0	3.33333333333333	0	0	0	0	0	3	11.8333333333333	0	0	1	0	0	22446.7686507936
0159_BD46_77029_20180921_ST	23240	295.75	0	14.75	51.1206349206349	0	7.5	251.883333333333	76.4166666666667	86.6166666666666	48.6666666666667	45.0611111111111	8.43452380952381	45.9083333333333	0.142857142857143	0	16.2083333333333	4.11666666666667	6.16666666666667	5.33333333333333	0.666666666666667	2.16666666666667	41.3333333333333	2.45833333333333	0	91.5333333333333	0	0	1	1	0	0	0	3.36666666666667	0	0	0	0	0	5.5	16.5	0	0	1.25	0	0	22109.1492063492
0159_AP39_21150_20180111_ST	22804	307.75	0	15.5	55.7722222222223	0	5.75	212.116666666667	63.5833333333333	65.5	45.5166666666667	30.0055555555555	4.41666666666666	40.9583333333333	0	0	11.125	8.58333333333333	9.25	1.41666666666667	0.625	1.5	45.5	1.25	0	73.9666666666667	0	0	0.5	0.5	0	0.333333333333333	0	4.91666666666667	0	0	0	0	0	1	10.1666666666667	0	0	4.16666666666667	0	0	21782.3305555556
0159_AS41_40001_20171122_ST	22233	302.35	0	11.0833333333333	47.8333333333333	0	3.04166666666667	210.533333333333	92.2083333333333	80.8333333333333	52.5833333333333	45.15	5.91666666666666	63.5833333333333	0	0	15.5833333333333	9.78333333333333	6.75	2.5	0.75	1.5	44.3333333333333	5.5	0	74.2333333333334	0	0	0	0	0	0	0	3	0	0	0	0	0	6	17.8333333333333	0	0	0.333333333333333	0	0	21129.7833333333
0159_BC25_41013_20171214_ST	21818	245.4	0	16.3333333333333	37.4055555555556	0	2	191.483333333333	58.5	44.6666666666666	43.8333333333333	28.2888888888889	4.45	37.8333333333333	0	0	9.45833333333334	2.61666666666667	7	2.75	2.25	2.83333333333333	36.6666666666667	1.58333333333333	0	42.8666666666666	0	0	0.5	0.5	0	0	0	2.95	0	0	0	0	0	0.5	9.25	0	0	1	0	0	20985.0805555556
0159_AP39_21422_20180823_ST	21009	272.25	0	14.6666666666667	69.2873015873015	0	0	161.916666666667	48.1666666666667	59.75	36.6666666666667	69.3111111111111	7.61666666666666	23.4583333333333	0	0	8	1.81666666666667	2	0	1	0	40.75	0	0	43.25	0	0	0	0	0	0	0	2.25	0	0	0	0	0	0	3.5	0	0	1	0	0	20142.3432539683
0159_AA34_42506_20191107_ST	20692	243.9	0	8.58333333333333	45.9555555555556	0	2.5	199.533333333333	64.0416666666666	81.1	44.25	34.4888888888889	4	36.9583333333333	0	0	16.8916666666667	6.35	4.25	2.5	1.25	1.16666666666667	36.5	5.05	0	73.8166666666666	0	0	1.75	1.75	0	0	0	3.41666666666667	0	0	0	0	0	3.25	7.5	0	0	1.25	0	0	19759.9972222222
0159_BE31_82034_20191205_ST	20453	299.166666666667	0	8	47.6444444444445	0	6.25	203.716666666667	65.25	53.9166666666667	50.3333333333333	25.4611111111111	4.25	39.0694444444444	0	0	12.5833333333333	4.56666666666667	5.75	1.25	0.75	0.333333333333333	32.25	4.75	0	68	0	0	1	1	0	0	0	3.83333333333333	0	0	0	0	0	3.5	12	0	0	1.33333333333333	0	0	19497.0416666667
0159_BD46_77071_20191018_ST	19413	354.033333333333	0	30.0333333333334	54.3150793650794	0	2.5	225.55	77.9583333333333	66.4166666666666	46.95	61.7555555555556	16.7119047619048	55.3083333333333	1.8	1.08333333333333	19.2916666666667	8.96666666666667	6	18.625	1.25	4.78333333333333	38.0833333333333	6.91666666666667	0	86.6023809523809	0	0	2	2	0	0.5	0	3.08333333333333	0	0	0.5	0	0	6	16.7916666666666	0	0	0.583333333333333	0	0	18196.6067460317
0159_BC12_41021_20171220_ST	19205	253.983333333333	0	12.6666666666667	55.9222222222222	0	2.375	186.658333333333	58.1666666666667	59.8666666666667	45.0833333333333	39.3555555555555	2.28333333333333	54.4166666666667	0.2	0	8.25	10.6	8.5	2.66666666666667	1.5	0.333333333333333	32.0833333333333	0.9	0	56.75	0	0	0	0	0	0	0	2.16666666666667	0	0	0	0	0	2	9.75	0	0	1.5	0	0	18297.0222222222
0159_AP39_21435_20180531_ST	18936	236.633333333333	0	9.75	46.7777777777778	0	0.625	175.083333333333	54.9583333333334	53.8333333333334	40.5833333333333	25.2777777777778	5.28333333333333	31.9166666666667	0	0	5.625	8.03333333333333	5.25	4	1.75	2.66666666666667	40.9166666666667	4.9	0	76.3166666666667	0	0	0.5	0.5	0	0	0	4.91666666666667	0	0	0	0	0	2.5	10	0	0	0	0	0	18087.4027777778
0159_AP39_21439_20181003_ST	18792	285.2	0	13.5833333333333	55.6595238095238	0	4.16666666666667	194.016666666667	70.5	62.4166666666667	45.25	43.2857142857143	11.3428571428571	46.9583333333333	0.342857142857143	0	12.4166666666667	9.96666666666666	6.25	5.11666666666666	0.25	1.16666666666667	37.6666666666666	0	0	79.1	0	0	0.5	0.5	0	0	0	3.16666666666667	0	0	0	0	0	2	10.8666666666667	0	0	1	0	0	17789.3107142857
0159_AF13_79001_20190220_ST	18726	208.25	0	12	38.4928571428571	0	1.75	174.916666666667	53.9166666666667	57.7666666666667	38.6666666666667	37.4166666666667	4.14285714285715	27.5833333333333	0.342857142857143	0.0333333333333334	11.25	6.03333333333334	6.25	2.25	0.75	2.83333333333333	26.5833333333333	2.9	0	55.25	0	0	0	0	0	0	0	3.83333333333333	0	0	0	0	0	2.5	13.5	0	0	0.75	0	0	17936.0380952381
