id	name	parent_id	level	external_id	ec_id	child_count	level_backup
8917	Catalase.	2144	enzyme		1.11.1.6	0	enzyme
8918	Superoxide dismutase.	2144	enzyme		1.15.1.1	0	enzyme
8919	Flavonol 3-O-glucosyltransferase.	1264	enzyme		2.4.1.91	0	enzyme
8920	Flavonol 3-O-glucosyltransferase.	1264	enzyme		2.4.1.91	0	enzyme
8921	Flavonol 3-O-glucosyltransferase.	1264	enzyme		2.4.1.91	0	enzyme
8922	Acting on carbohydrates and derivatives.	821	enzyme		5.1.3.-	0	enzyme
8923	Tryptophan 5-monooxygenase.	860	enzyme		1.14.16.4	0	enzyme
8924	Aromatic-L-amino-acid decarboxylase.	860	enzyme		4.1.1.28	0	enzyme
8925	Aralkylamine N-acetyltransferase.	860	enzyme		2.3.1.87	0	enzyme
8926	Acetylserotonin O-methyltransferase.	860	enzyme		2.1.1.4	0	enzyme
8927	Cyanoalanine nitrilase.	462	enzyme		3.5.5.4	0	enzyme
8928	3-cyanoalanine hydratase.	462	enzyme		4.2.1.65	0	enzyme
8929	L-3-cyanoalanine synthase.	462	enzyme		4.4.1.9	0	enzyme
8930	4-coumarate--CoA ligase.	552	enzyme		6.2.1.12	0	enzyme
8931	Shikimate O-hydroxycinnamoyltransferase.	552	enzyme		2.3.1.133	0	enzyme
8932	Thiolester hydrolases.	552	enzyme		3.1.2.-	0	enzyme
8933	5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase.	552	enzyme		1.14.13.36	0	enzyme
8934	Carboxylic ester hydrolases.	646	enzyme		3.1.1.-	0	enzyme
8935	Sulfotransferases.	646	enzyme		2.8.2.-	0	enzyme
8936	Sulfotransferases.	646	enzyme		2.8.2.-	0	enzyme
8937	Sulfotransferases.	646	enzyme		2.8.2.-	0	enzyme
8938	[Heparan sulfate]-glucosamine 3-sulfotransferase 1.	646	enzyme		2.8.2.23	0	enzyme
8939	[Heparan sulfate]-glucosamine 3-sulfotransferase 2.	646	enzyme		2.8.2.29	0	enzyme
8940	[Heparan sulfate]-glucosamine 3-sulfotransferase 3.	646	enzyme		2.8.2.30	0	enzyme
8941	Heparosan-N-sulfate-glucuronate 5-epimerase.	646	enzyme		5.1.3.17	0	enzyme
8942	[Heparan sulfate]-glucosamine N-sulfotransferase.	646	enzyme		2.8.2.8	0	enzyme
8943	Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase.	646	enzyme		2.4.1.224	0	enzyme
8944	Glucuronyl-galactosyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase.	646	enzyme		2.4.1.223	0	enzyme
8945	N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase.	646	enzyme		2.4.1.225	0	enzyme
8946	Chlorophyll(ide) b reductase.	750	enzyme		1.1.1.294	0	enzyme
8947	Chlorophyllide-a oxygenase.	750	enzyme		1.13.12.14	0	enzyme
8948	Chlorophyllide-a oxygenase.	750	enzyme		1.13.12.14	0	enzyme
8949	Transferring alkyl or aryl groups, other than methyl groups.	750	enzyme		2.5.1.-	0	enzyme
8950	Chlorophyll synthase.	750	enzyme		2.5.1.62	0	enzyme
8951	Beta-ketoacyl-acyl-carrier-protein synthase I.	924	enzyme		2.3.1.41	0	enzyme
8952	3-oxoacyl-[acyl-carrier-protein] reductase.	924	enzyme		1.1.1.100	0	enzyme
8953	Enoyl-[acyl-carrier-protein] reductase (NADH).	924	enzyme		1.3.1.9	0	enzyme
8954	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	924	enzyme		1.3.1.10	0	enzyme
8955	Hydro-lyases.	924	enzyme		4.2.1.-	0	enzyme
8956	(S,S)-butanediol dehydrogenase.	2193	enzyme		1.1.1.76	0	enzyme
8957	With NAD(+) or NADP(+) as acceptor.	1878	enzyme		1.1.1.-	0	enzyme
8958	Amidase.	2060	enzyme		3.5.1.4	0	enzyme
8959	Nitrile hydratase.	2060	enzyme		4.2.1.84	0	enzyme
8960	Aliphatic nitrilase.	2060	enzyme		3.5.5.7	0	enzyme
8961	Aldehyde dehydrogenase (NAD(+)).	1043	enzyme		1.2.1.3	0	enzyme
8962	Methionine S-methyltransferase.	1043	enzyme		2.1.1.12	0	enzyme
8963	Fructose-bisphosphatase.	2213	enzyme		3.1.3.11	0	enzyme
8964	Pyruvate, water dikinase.	2213	enzyme		2.7.9.2	0	enzyme
8965	Glucose-6-phosphate isomerase.	2213	enzyme		5.3.1.9	0	enzyme
8966	6-phosphofructokinase.	2213	enzyme		2.7.1.11	0	enzyme
8967	Fructose-bisphosphate aldolase.	2213	enzyme		4.1.2.13	0	enzyme
8968	Triose-phosphate isomerase.	2213	enzyme		5.3.1.1	0	enzyme
8969	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating).	2213	enzyme		1.2.1.12	0	enzyme
8970	Phosphoglycerate kinase.	2213	enzyme		2.7.2.3	0	enzyme
8971	Phosphoglycerate mutase.	2213	enzyme		5.4.2.1	0	enzyme
8972	Phosphopyruvate hydratase.	2213	enzyme		4.2.1.11	0	enzyme
8973	Pyruvate kinase.	2213	enzyme		2.7.1.40	0	enzyme
8974	Tyrosine transaminase.	1155	enzyme		2.6.1.5	0	enzyme
8975	4-hydroxyphenylpyruvate decarboxylase.	1155	enzyme		4.1.1.80	0	enzyme
8976	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase.	1155	enzyme		2.1.1.116	0	enzyme
8977	N-methylcoclaurine 3'-monooxygenase.	1155	enzyme		1.14.13.71	0	enzyme
8978	(S)-coclaurine-N-methyltransferase.	1155	enzyme		2.1.1.140	0	enzyme
8979	(RS)-norcoclaurine 6-O-methyltransferase.	1155	enzyme		2.1.1.128	0	enzyme
8980	(S)-norcoclaurine synthase.	1155	enzyme		4.2.1.78	0	enzyme
8981	Aromatic-L-amino-acid decarboxylase.	1155	enzyme		4.1.1.28	0	enzyme
8982	Tyrosine decarboxylase.	1155	enzyme		4.1.1.25	0	enzyme
8983	UDP-glucuronate decarboxylase.	590	enzyme		4.1.1.35	0	enzyme
8984	UDP-glucose 6-dehydrogenase.	590	enzyme		1.1.1.22	0	enzyme
8985	Sphingomyelin synthase.	915	enzyme		2.7.8.27	0	enzyme
8986	Sphingomyelin phosphodiesterase.	915	enzyme		3.1.4.12	0	enzyme
8987	With a disulfide as acceptor.	1029	enzyme		1.17.4.-	0	enzyme
8988	With a disulfide as acceptor.	1029	enzyme		1.17.4.-	0	enzyme
8989	Ribonucleoside-diphosphate reductase.	1029	enzyme		1.17.4.1	0	enzyme
8990	Ribonucleoside-diphosphate reductase.	1029	enzyme		1.17.4.1	0	enzyme
8991	Nucleoside-diphosphate kinase.	1029	enzyme		2.7.4.6	0	enzyme
8992	dTMP kinase.	1029	enzyme		2.7.4.9	0	enzyme
8993	Thymidylate synthase.	1029	enzyme		2.1.1.45	0	enzyme
8994	dUTP diphosphatase.	1029	enzyme		3.6.1.23	0	enzyme
8995	Nucleoside-diphosphate kinase.	1029	enzyme		2.7.4.6	0	enzyme
8996	dCTP deaminase.	1029	enzyme		3.5.4.13	0	enzyme
8997	Nucleoside-diphosphate kinase.	1029	enzyme		2.7.4.6	0	enzyme
8998	Acting on phosphates.	1396	enzyme		4.2.3.-	0	enzyme
8999	Acting on phosphates.	1396	enzyme		4.2.3.-	0	enzyme
9000	Sterigmatocystin 8-O-methyltransferase.	1090	enzyme		2.1.1.110	0	enzyme
9001	Demethylsterigmatocystin 6-O-methyltransferase.	1090	enzyme		2.1.1.109	0	enzyme
9002	Sterigmatocystin 8-O-methyltransferase.	1090	enzyme		2.1.1.110	0	enzyme
9003	Demethylsterigmatocystin 6-O-methyltransferase.	1090	enzyme		2.1.1.109	0	enzyme
9004	Histidine decarboxylase.	1056	enzyme		4.1.1.22	0	enzyme
9005	3-dehydroquinate dehydratase.	1770	enzyme		4.2.1.10	0	enzyme
9006		1770	enzyme		4.2.1.118	0	enzyme
9007	Quinate dehydrogenase (pyrroloquinoline-quinone).	1770	enzyme		1.1.99.25	0	enzyme
9008	Sulfite reductase.	2011	enzyme		1.8.99.1	0	enzyme
9009	Thiolester hydrolases.	768	enzyme		3.1.2.-	0	enzyme
9010	Naphthoate synthase.	768	enzyme		4.1.3.36	0	enzyme
9011	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase.	768	enzyme		4.2.99.20	0	enzyme
9012	o-succinylbenzoate--CoA ligase.	768	enzyme		6.2.1.26	0	enzyme
9013	o-succinylbenzoate synthase.	768	enzyme		4.2.1.113	0	enzyme
9014	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase.	768	enzyme		2.2.1.9	0	enzyme
9015	Isochorismate synthase.	768	enzyme		5.4.4.2	0	enzyme
9016	Indolylacetylinositol arabinosyltransferase.	869	enzyme		2.4.2.34	0	enzyme
9017	Indolylacetyl-myo-inositol galactosyltransferase.	869	enzyme		2.4.1.156	0	enzyme
9018	Indoleacetylglucose--inositol O-acyltransferase.	869	enzyme		2.3.1.72	0	enzyme
9019	Indole-3-acetate beta-glucosyltransferase.	869	enzyme		2.4.1.121	0	enzyme
9020	Aryldialkylphosphatase.	1667	enzyme		3.1.8.1	0	enzyme
9021	D-alanine--D-alanine ligase.	659	enzyme		6.3.2.4	0	enzyme
9022	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase.	659	enzyme		6.3.2.13	0	enzyme
9023	Glutamate racemase.	659	enzyme		5.1.1.3	0	enzyme
9024	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase.	659	enzyme		6.3.2.9	0	enzyme
9025	UDP-N-acetylmuramate--L-alanine ligase.	659	enzyme		6.3.2.8	0	enzyme
9026	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase.	659	enzyme		6.3.2.10	0	enzyme
9027	UDP-N-acetylmuramate dehydrogenase.	659	enzyme		1.1.1.158	0	enzyme
9028	UDP-N-acetylglucosamine 1-carboxyvinyltransferase.	659	enzyme		2.5.1.7	0	enzyme
9029	Nitrite reductase (NAD(P)H).	1978	enzyme		1.7.1.4	0	enzyme
9030	Glutamate dehydrogenase (NADP(+)).	1978	enzyme		1.4.1.4	0	enzyme
9031	Glutamate--ammonia ligase.	1978	enzyme		6.3.1.2	0	enzyme
9032	Nitrate reductase (NADPH).	1978	enzyme		1.7.1.3	0	enzyme
9033		665	enzyme		2.3.2.18	0	enzyme
9034		665	enzyme		2.3.2.17	0	enzyme
9035		665	enzyme		2.3.2.16	0	enzyme
9036	Peptidoglycan glycosyltransferase.	665	enzyme		2.4.1.129	0	enzyme
9037	Serine-type D-Ala-D-Ala carboxypeptidase.	665	enzyme		3.4.16.4	0	enzyme
9038	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase.	665	enzyme		6.3.2.10	0	enzyme
9039	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase.	665	enzyme		6.3.2.7	0	enzyme
9040	D-alanine--D-alanine ligase.	665	enzyme		6.3.2.4	0	enzyme
9041	Glutamate racemase.	665	enzyme		5.1.1.3	0	enzyme
9042	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase.	665	enzyme		6.3.2.9	0	enzyme
9043	UDP-N-acetylmuramate--L-alanine ligase.	665	enzyme		6.3.2.8	0	enzyme
9044	UDP-N-acetylmuramate dehydrogenase.	665	enzyme		1.1.1.158	0	enzyme
9045	UDP-N-acetylglucosamine 1-carboxyvinyltransferase.	665	enzyme		2.5.1.7	0	enzyme
9046	Peptidoglycan glycosyltransferase.	665	enzyme		2.4.1.129	0	enzyme
9047	Undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase.	665	enzyme		2.4.1.227	0	enzyme
9048	Phospho-N-acetylmuramoyl-pentapeptide-transferase.	665	enzyme		2.7.8.13	0	enzyme
9049	2,6-dioxo-6-phenylhexa-3-enoate hydrolase.	1653	enzyme		3.7.1.8	0	enzyme
9050	With incorporation of two atoms of oxygen.	1653	enzyme		1.13.11.-	0	enzyme
9051	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor.	1653	enzyme		1.14.12.-	0	enzyme
9052	Glutamate synthase (NADH).	479	enzyme		1.4.1.14	0	enzyme
9053	Aristolochene synthase.	1319	enzyme		4.2.3.9	0	enzyme
9054	Amidase.	1651	enzyme		3.5.1.4	0	enzyme
9055	Nitrile hydratase.	1651	enzyme		4.2.1.84	0	enzyme
9056	Hydro-lyases.	1651	enzyme		4.2.1.-	0	enzyme
9057	Adenylyl-sulfate reductase.	2007	enzyme		1.8.99.2	0	enzyme
9058	Sulfate adenylyltransferase.	2007	enzyme		2.7.7.4	0	enzyme
9059	Hydrogensulfite reductase.	2007	enzyme		1.8.99.3	0	enzyme
9060	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor.	1645	enzyme		1.14.12.-	0	enzyme
9061	With NAD(+) or NADP(+) as acceptor.	1645	enzyme		1.2.1.-	0	enzyme
9062	With NAD(+) or NADP(+) as acceptor.	1645	enzyme		1.1.1.-	0	enzyme
9063	Miscellaneous (requires further characterization).	1645	enzyme		1.14.99.-	0	enzyme
9064	3-hydroxymethylcephem carbamoyltransferase.	1099	enzyme		2.1.3.7	0	enzyme
9065	Glucose-6-phosphate 1-epimerase.	579	enzyme		5.1.3.15	0	enzyme
9066	Phosphoglucomutase.	579	enzyme		5.4.2.2	0	enzyme
9067	Hexokinase.	579	enzyme		2.7.1.1	0	enzyme
9068	Alpha-glucosidase.	579	enzyme		3.2.1.20	0	enzyme
9069	4-alpha-glucanotransferase.	579	enzyme		2.4.1.25	0	enzyme
9070	Beta-amylase.	579	enzyme		3.2.1.2	0	enzyme
9071	Phosphorylase.	579	enzyme		2.4.1.1	0	enzyme
9072	Alpha-amylase.	579	enzyme		3.2.1.1	0	enzyme
9073	Pullulanase.	579	enzyme		3.2.1.41	0	enzyme
9074	Alpha-amylase.	579	enzyme		3.2.1.1	0	enzyme
9075	Transaminases (aminotransferases).	521	enzyme		2.6.1.-	0	enzyme
9076	With NAD(+) or NADP(+) as acceptor.	521	enzyme		1.1.1.-	0	enzyme
9077	Transferring hydroxy groups.	521	enzyme		5.4.4.-	0	enzyme
9078	Acyl groups converted into alkyl on transfer.	521	enzyme		2.3.3.-	0	enzyme
9079	Transaminases (aminotransferases).	521	enzyme		2.6.1.-	0	enzyme
9080		763	enzyme		2.5.1.74	0	enzyme
9081	3-oxoadipyl-CoA thiolase.	1497	enzyme		2.3.1.174	0	enzyme
9082	Phenylacetate--CoA ligase.	1497	enzyme		6.2.1.30	0	enzyme
9083	Phenylacetaldehyde dehydrogenase.	1497	enzyme		1.2.1.39	0	enzyme
9084	Primary-amine oxidase.	1497	enzyme		1.4.3.21	0	enzyme
9085	Ferredoxin--nitrite reductase.	1975	enzyme		1.7.7.1	0	enzyme
9086	Glutamate--ammonia ligase.	1975	enzyme		6.3.1.2	0	enzyme
9087	Nitrate reductase (NADH).	1975	enzyme		1.7.1.1	0	enzyme
9088	Hydroxymethyl-, formyl- and related transferases.	1009	enzyme		2.1.2.-	0	enzyme
9089	Phosphoribosylformylglycinamidine cyclo-ligase.	1009	enzyme		6.3.3.1	0	enzyme
9090	Phosphoribosylformylglycinamidine synthase.	1009	enzyme		6.3.5.3	0	enzyme
9091	Phosphoribosylamine--glycine ligase.	1009	enzyme		6.3.4.13	0	enzyme
9092	Amidophosphoribosyltransferase.	1009	enzyme		2.4.2.14	0	enzyme
9093	Hexosyltransferases.	632	enzyme		2.4.1.-	0	enzyme
9094	Hexosyltransferases.	632	enzyme		2.4.1.-	0	enzyme
9095	Nicotianamine synthase.	524	enzyme		2.5.1.43	0	enzyme
9096		1465	enzyme		1.1.2.6	0	enzyme
9097	With incorporation of two atoms of oxygen.	1121	enzyme		1.13.11.-	0	enzyme
9098	With incorporation of two atoms of oxygen.	1121	enzyme		1.13.11.-	0	enzyme
9099	Hexosyltransferases.	1240	enzyme		2.4.1.-	0	enzyme
9100	Hexosyltransferases.	1240	enzyme		2.4.1.-	0	enzyme
9101	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1240	enzyme		1.14.13.-	0	enzyme
9102	Acetyl-CoA carboxylase.	914	enzyme		6.4.1.2	0	enzyme
9103	Biotin carboxylase.	914	enzyme		6.3.4.14	0	enzyme
9104	Biotin--[acetyl-CoA-carboxylase] ligase.	914	enzyme		6.3.4.15	0	enzyme
9105	Glutamate synthase (NADPH).	481	enzyme		1.4.1.13	0	enzyme
9106	Oxidoreductases.	867	enzyme		1.-.-.-	0	enzyme
9107	(+)-abscisic acid 8'-hydroxylase.	867	enzyme		1.14.13.93	0	enzyme
9108	2-hydroxy-1,4-benzoquinone reductase.	1710	enzyme		1.6.5.7	0	enzyme
9109	Maleylacetate reductase.	1710	enzyme		1.3.1.32	0	enzyme
9110	Diacylglycerol cholinephosphotransferase.	923	enzyme		2.7.8.2	0	enzyme
9111	Phospholipase D.	923	enzyme		3.1.4.4	0	enzyme
9112	Choline-phosphate cytidylyltransferase.	923	enzyme		2.7.7.15	0	enzyme
9113	Glutamate--ammonia ligase.	485	enzyme		6.3.1.2	0	enzyme
9114	4-oxalocrotonate decarboxylase.	1754	enzyme		4.1.1.77	0	enzyme
9115	Aminomuconate-semialdehyde dehydrogenase.	1754	enzyme		1.2.1.32	0	enzyme
9116	Aminocarboxymuconate-semialdehyde decarboxylase.	1754	enzyme		4.1.1.45	0	enzyme
9117	2-aminomuconate deaminase.	1754	enzyme		3.5.99.5	0	enzyme
9118	4-oxalocrotonate decarboxylase.	1754	enzyme		4.1.1.77	0	enzyme
9119	Aminomuconate-semialdehyde dehydrogenase.	1754	enzyme		1.2.1.32	0	enzyme
9120	Aminocarboxymuconate-semialdehyde decarboxylase.	1754	enzyme		4.1.1.45	0	enzyme
9121	2-aminomuconate deaminase.	1754	enzyme		3.5.99.5	0	enzyme
9122	3-hydroxyanthranilate 3,4-dioxygenase.	1754	enzyme		1.13.11.6	0	enzyme
9123	Forming carbon-nitrogen bonds.	895	enzyme		6.3.-.-	0	enzyme
9124	Forming carbon-nitrogen bonds.	895	enzyme		6.3.-.-	0	enzyme
9125	Forming carbon-nitrogen bonds.	895	enzyme		6.3.-.-	0	enzyme
9126	Forming carbon-nitrogen bonds.	895	enzyme		6.3.-.-	0	enzyme
9127	Forming carbon-nitrogen bonds.	895	enzyme		6.3.-.-	0	enzyme
9128	Glutamate decarboxylase.	2147	enzyme		4.1.1.15	0	enzyme
9129		674	enzyme		2.4.99.13	0	enzyme
9130		674	enzyme		2.4.99.12	0	enzyme
9131	Glucuronate-1-phosphate uridylyltransferase.	591	enzyme		2.7.7.44	0	enzyme
9132	Glucuronokinase.	591	enzyme		2.7.1.43	0	enzyme
9133	Inositol oxygenase.	591	enzyme		1.13.99.1	0	enzyme
9134	Phosphogluconate dehydrogenase (decarboxylating).	1823	enzyme		1.1.1.44	0	enzyme
9135	6-phosphogluconolactonase.	1823	enzyme		3.1.1.31	0	enzyme
9136	Glucose-6-phosphate dehydrogenase.	1823	enzyme		1.1.1.49	0	enzyme
9137	Glucose-6-phosphate isomerase.	1823	enzyme		5.3.1.9	0	enzyme
9138	6-phospho-3-hexuloisomerase.	1823	enzyme		5.3.1.27	0	enzyme
9139	3-hexulose-6-phosphate synthase.	1823	enzyme		4.1.2.43	0	enzyme
9140	Amidase.	873	enzyme		3.5.1.4	0	enzyme
9141	Nitrile hydratase.	873	enzyme		4.2.1.84	0	enzyme
9142	Beta-ketoacyl-acyl-carrier-protein synthase I.	951	enzyme		2.3.1.41	0	enzyme
9143	Beta-ketoacyl-acyl-carrier-protein synthase I.	951	enzyme		2.3.1.41	0	enzyme
9144	Beta-ketoacyl-acyl-carrier-protein synthase I.	951	enzyme		2.3.1.41	0	enzyme
9145	Beta-ketoacyl-acyl-carrier-protein synthase I.	951	enzyme		2.3.1.41	0	enzyme
9146	Beta-ketoacyl-acyl-carrier-protein synthase I.	951	enzyme		2.3.1.41	0	enzyme
9147	Beta-ketoacyl-acyl-carrier-protein synthase I.	951	enzyme		2.3.1.41	0	enzyme
9148	Dodecanoyl-[acyl-carrier-protein] hydrolase.	951	enzyme		3.1.2.21	0	enzyme
9149	Oleoyl-[acyl-carrier-protein] hydrolase.	951	enzyme		3.1.2.14	0	enzyme
9150	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9151	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase.	951	enzyme		4.2.1.61	0	enzyme
9152	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9153	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9154	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	951	enzyme		4.2.1.59	0	enzyme
9155	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9156	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9157	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	951	enzyme		4.2.1.59	0	enzyme
9158	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9159	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	951	enzyme		4.2.1.59	0	enzyme
9160	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9161	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9162	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	951	enzyme		4.2.1.59	0	enzyme
9163	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9164	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9165	Crotonoyl-[acyl-carrier-protein] hydratase.	951	enzyme		4.2.1.58	0	enzyme
9166	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9167	3-oxoacyl-[acyl-carrier-protein] reductase.	951	enzyme		1.1.1.100	0	enzyme
9168	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	951	enzyme		4.2.1.59	0	enzyme
9169	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9170	Enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific).	951	enzyme		1.3.1.39	0	enzyme
9171	L-fuculose-phosphate aldolase.	2157	enzyme		4.1.2.17	0	enzyme
9172	Lactaldehyde dehydrogenase.	2157	enzyme		1.2.1.22	0	enzyme
9173	With NAD(+) or NADP(+) as acceptor.	2157	enzyme		1.1.1.-	0	enzyme
9174	Acting on phosphates.	1388	enzyme		4.2.3.-	0	enzyme
9175	Acting on phosphates.	1388	enzyme		4.2.3.-	0	enzyme
9176	Leucyl aminopeptidase.	2083	enzyme		3.4.11.1	0	enzyme
9177	1-phosphofructokinase.	1851	enzyme		2.7.1.56	0	enzyme
9178	Acting on acid anhydrides; catalyzing transmembrane movement of substances.	2278	enzyme		3.6.3.-	0	enzyme
9179	(Iso)eugenol O-methyltransferase.	1205	enzyme		2.1.1.146	0	enzyme
9180	(Iso)eugenol O-methyltransferase.	1205	enzyme		2.1.1.146	0	enzyme
9181	(Iso)eugenol O-methyltransferase.	1205	enzyme		2.1.1.146	0	enzyme
9182	Alcohol dehydrogenase.	1640	enzyme		1.1.1.1	0	enzyme
9183	Pyruvate decarboxylase.	1640	enzyme		4.1.1.1	0	enzyme
9184	Branched-chain-amino-acid transaminase.	1640	enzyme		2.6.1.42	0	enzyme
9185	S-alkylcysteine lyase.	2066	enzyme		4.4.1.6	0	enzyme
9186	Gamma-glutamyl hydrolase.	2066	enzyme		3.4.19.9	0	enzyme
9187	Cysteine-S-conjugate N-acetyltransferase.	2066	enzyme		2.3.1.80	0	enzyme
9188	Membrane alanyl aminopeptidase.	2066	enzyme		3.4.11.2	0	enzyme
9189	Glutathione transferase.	2066	enzyme		2.5.1.18	0	enzyme
9190	Malate dehydrogenase.	2246	enzyme		1.1.1.37	0	enzyme
9191	2-oxoglutarate decarboxylase.	2246	enzyme		4.1.1.71	0	enzyme
9192	With NAD(+) or NADP(+) as acceptor.	2246	enzyme		1.2.1.-	0	enzyme
9193	Malate synthase.	2246	enzyme		2.3.3.9	0	enzyme
9194	Isocitrate lyase.	2246	enzyme		4.1.3.1	0	enzyme
9195	Fumarate hydratase.	2246	enzyme		4.2.1.2	0	enzyme
9196	Succinate dehydrogenase.	2246	enzyme		1.3.99.1	0	enzyme
9197	Isocitrate dehydrogenase (NADP(+)).	2246	enzyme		1.1.1.42	0	enzyme
9198	Aconitate hydratase.	2246	enzyme		4.2.1.3	0	enzyme
9199	Aconitate hydratase.	2246	enzyme		4.2.1.3	0	enzyme
9200	Citrate (Si)-synthase.	2246	enzyme		2.3.3.1	0	enzyme
9201	Phenylalanine(histidine) transaminase.	1618	enzyme		2.6.1.58	0	enzyme
9202	Alcohol dehydrogenase.	1618	enzyme		1.1.1.1	0	enzyme
9203	Phenylpyruvate decarboxylase.	1618	enzyme		4.1.1.43	0	enzyme
9204	Aromatic-amino-acid transaminase.	1618	enzyme		2.6.1.57	0	enzyme
9205	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9206	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9207	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9208	Isopimara-7,15-diene synthase.	1361	enzyme		4.2.3.44	0	enzyme
9209	Copalyl diphosphate synthase.	1361	enzyme		5.5.1.12	0	enzyme
9210	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9211	Abietadiene synthase.	1361	enzyme		4.2.3.18	0	enzyme
9212	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9213	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9214	Copalyl diphosphate synthase.	1361	enzyme		5.5.1.12	0	enzyme
9215	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9216	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9217	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9218	Acting on phosphates.	1361	enzyme		4.2.3.-	0	enzyme
9219	Copalyl diphosphate synthase.	1361	enzyme		5.5.1.12	0	enzyme
9220	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9221	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9222	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9223	Acting on phosphates.	1361	enzyme		4.2.3.-	0	enzyme
9224	Copalyl diphosphate synthase.	1361	enzyme		5.5.1.12	0	enzyme
9225	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9226	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
9227	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1361	enzyme		1.14.13.-	0	enzyme
