#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:14849:12285	slr108_4842	265	56	33.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:24768:12307	slr108_6093	278	183	73.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:24768:12307	hmp2011120623S_566	350	46	18.47	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:6818:12846	slr108_6079	193	155	61.75	99.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:6818:12846	hmp2011120623S_597	176	99	39.44	98.99
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:24068:12981	hmp2011120623S_215	845	220	88.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:9390:13086	hmp2011120623S_75	2895	101	55.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:18826:13265	hmp2011120623S_652	2312	81	32.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:18826:13265	hmp2011120623S_58	448	73	29.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:18826:13265	ncbibact2012011723S_2836	487	44	17.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:18826:13265	slr108_6050	63	43	17.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16132:13442	ncbibact2012011723S_1877	1075	65	44.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:24900:13482	slr108_7791	1742	246	99.20	93.15
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:19250:13605	hmp2011120623S_249	57	223	89.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:28795:13816	gg20110531_474210	576	138	64.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:6425:14214	hmp2011120623S_526	427	208	83.53	99.04
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16773:14364	rdp1028_1296101	132	85	51.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21633:14406	slr108_15967	1189	107	68.15	95.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:19603:14511	slr108_6130	1542	131	62.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:6868:14569	ssr108_461983	581	136	59.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:7893:14585	slr108_5087	1616	45	18.22	97.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:7893:14585	slr108_5257	2054	35	14.17	97.14
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23460:14595	hmp2011120623S_652	1115	79	48.77	97.47
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23460:14595	slr108_1359	1619	52	32.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:3880:14844	ncbibact2012011723S_1887	912	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:12427:14862	gg20110531_205272	167	62	44.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17702:15208	ssr108_26193	334	68	47.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17225:15462	ncbibact2012011723S_2547	628	250	99.60	96.80
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23896:15463	hmp2011120623S_252	2067	149	77.37	94.63
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:3789:15661	hmp2011120623S_556	2350	109	57.67	99.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16805:15672	slr108_6130	1535	142	63.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:8404:15697	slr108_4548	946	62	43.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:24232:15857	slr108_12097	1204	56	42.11	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23020:15906	rdp1028_551389	230	119	58.05	99.16
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:9177:16100	slr108_3719	917	251	100.00	99.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:2072:16193	gg20110531_175433	491	198	85.34	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:5253:16416	rdp1028_692093	809	72	33.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:5253:16416	gg20110531_588764	784	72	33.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13664:16450	ssr108_232465	805	208	83.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13664:16450	ssr108_226439	508	51	20.40	98.04
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:22333:16748	hmp2011120623S_583	1919	198	79.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16907:16787	ssr108_560470	1146	137	54.40	94.16
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:12062:16797	slr108_18892	828	232	92.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:7163:17024	slr108_6047	1547	216	86.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:8148:17096	rdp1028_1300318	96	187	79.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:25500:17164	slr108_1073	1466	201	83.06	96.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13285:17231	slr108_8852	453	138	63.43	94.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:6929:17264	slr108_18759	1113	104	56.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:19695:17295	hmp2011120623S_587	544	185	81.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17374:17307	slr108_12171	1648	109	57.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:19270:17442	slr108_9036	750	112	67.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:25677:17545	slr108_18812	1314	153	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:26333:17621	slr108_6473	148	200	79.68	94.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:26333:17621	slr108_15332	736	49	19.52	97.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:18230:17667	rdp1028_779687	101	86	52.44	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:6639:17746	slr108_12316	589	83	61.48	98.80
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:27221:17856	gg20110531_553903	125	153	75.74	99.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:18823:17870	hmp2011120623S_652	339	171	68.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23912:17903	ncbibact2012011723S_304	1896	69	37.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:11230:17985	rdp1028_334708	284	103	56.59	99.03
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17540:18041	hmp2011120623S_58	170	149	65.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:15032:18073	ncbibact2012011723S_1483	1456	192	82.76	99.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17933:18080	hmp2011120623S_228	1125	229	100.00	95.63
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:27044:18836	rdp1028_1371859	162	208	87.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:28696:18853	hmp2011120623S_652	1650	231	100.00	98.70
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:14523:19002	rdp1028_1311001	19	142	64.25	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:22634:19080	slr108_14639	1923	55	41.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21898:19442	rdp1028_367152	14	110	57.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:3142:19470	ssr108_460605	3	168	77.42	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:22014:19977	hmp2011120623S_582	1226	218	86.85	99.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:5535:20029	slr108_6359	832	122	57.55	95.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:20981:20077	slr108_4548	333	250	100.00	94.80
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:25646:20257	slr108_15967	748	113	71.07	98.23
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13450:20371	ncbibact2012011723S_466	1681	105	56.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:28398:20462	slr108_17667	1436	239	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:5226:20882	hmp2011120623S_45	1427	119	73.91	98.32
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23496:20954	slr108_3719	268	99	67.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16445:21051	hmp2011120623S_652	1707	237	94.42	99.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:11764:21573	slr108_1101	2210	100	55.87	99.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21372:21891	ssr108_239397	1260	119	58.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21372:21891	ssr108_85567	1475	47	23.27	97.87
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23601:21993	gg20110531_88922	515	78	59.54	97.44
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:22921:22413	hmp2011120623S_404	1440	72	48.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:7868:22844	slr108_5810	1554	50	47.62	98.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:25797:23879	slr108_18813	1642	194	82.68	86.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21066:24313	hmp2011120623S_658	2066	204	83.27	99.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13583:24570	slr108_6202	94	76	50.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21105:25103	slr108_15940	822	171	73.08	97.66
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:21105:25103	slr108_898	1327	56	23.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:24820:25354	ssr108_248612	1322	233	93.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:14442:25463	hmp2011120623S_404	1245	240	96.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:20424:25866	slr108_6131	353	138	70.77	98.55
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:12451:26308	gg20110531_340681	273	229	94.61	96.94
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23517:26547	slr108_4006	397	244	97.60	92.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13023:26667	hmp2011120623S_435	1616	210	84.68	99.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16558:26742	hmp2011120623S_435	1620	142	76.34	99.30
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:13565:26840	hmp2011120623S_545	1339	203	83.88	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17393:26969	rdp1028_683367	17	117	100.00	94.87
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:19262:27090	slr108_4630	1433	177	81.19	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:15339:2349	ncbibact2012011723S_1599	1565	219	87.60	99.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:11337:2779	slr108_3719	868	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20488:3071	hmp2011120623S_676	1243	82	50.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13173:3306	hmp2011120623S_287	1735	79	49.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20331:3650	slr108_8591	2952	168	66.93	97.02
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:18617:3932	hmp2011120623S_684	1530	104	56.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:21641:4234	ssr108_1174	1066	98	47.12	97.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:21641:4234	gg20110531_447204	1009	86	41.35	97.67
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:15292:4877	slr108_8946	1656	35	30.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14256:5493	slr108_3913	3356	121	48.59	97.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14256:5493	slr108_3913	3335	110	44.18	98.18
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12778:5857	slr108_7962	217	136	62.96	98.53
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23244:6068	ncbibact2012011723S_1758	1285	158	80.61	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20165:6240	hmp2011120623S_587	1019	115	70.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:24220:6812	hmp2011120623S_623	1560	204	82.59	99.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:5570:6883	hmp2011120623S_597	167	124	67.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9125:6899	hmp2011120623S_582	1376	157	74.41	99.36
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:19534:7015	slr108_12228	2934	173	70.33	99.42
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:19534:7015	slr108_13329	2397	82	33.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12662:7053	hmp2011120623S_587	268	105	59.66	98.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6023:7126	gg20110531_15208	1228	136	64.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9631:7254	rdp1028_579705	126	122	68.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:8521:7357	hmp2011120623S_623	1249	170	77.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:4461:7446	gg20110531_59092	517	152	77.16	99.34
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13942:7626	hmp2011120623S_675	1141	95	54.29	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13393:7838	ncbibact2012011723S_3272	1639	103	55.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6348:7985	slr108_2565	2101	43	34.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13093:8060	slr108_4548	1158	186	78.33	90.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20430:8229	slr108_4597	1208	208	88.51	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14618:8244	hmp2011120623S_420	1577	245	100.00	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14972:8634	hmp2011120623S_170	1193	87	61.70	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23993:8640	hmp2011120623S_668	1430	73	46.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:25828:8775	slr108_6093	353	249	99.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9438:8823	slr108_6043	2411	186	100.00	98.92
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:15347:9117	hmp2011120623S_20	674	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:17856:9328	slr108_18318	380	229	91.60	95.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:18823:9781	slr108_6359	668	250	100.00	95.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:10304:9960	hmp2011120623S_404	1573	188	81.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:27105:10604	slr108_6131	1511	249	99.60	97.99
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:19839:10705	gg20110531_737257	968	249	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12567:10906	hmp2011120623S_420	1400	40	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13848:10947	hmp2011120623S_318	1412	202	83.13	91.09
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13066:11168	slr108_12320	1037	169	67.60	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:17721:11213	slr108_18202	1285	158	78.89	98.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6187:11655	ssr108_2118	1268	161	64.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6187:11655	ssr108_17487	1143	94	37.45	97.87
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6061:11698	slr108_2447	1370	238	94.82	91.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:18187:11716	rdp1028_1307114	1333	177	75.64	96.61
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:26416:11899	ssr108_76277	1521	89	53.94	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:26480:11936	hmp2011120623S_660	1990	220	87.65	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6242:12291	ncbibact2012011723S_1599	1234	168	67.74	99.40
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:16642:12601	hmp2011120623S_57	187	122	59.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20240:12938	slr108_7159	144	115	58.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20408:13236	slr108_17718	801	127	64.47	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9335:13483	hmp2011120623S_31	165	143	63.00	99.30
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:24515:13540	ssr108_238571	635	110	58.51	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:2379:13660	ncbibact2012011723S_2180	259	183	74.39	93.99
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28142:13755	hmp2011120623S_668	1535	234	93.60	99.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12260:13994	gg20110531_8000	957	232	92.43	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:15841:14008	hmp2011120623S_652	1683	248	99.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28339:14054	ncbibact2012011723S_736	1308	152	71.03	98.68
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:4396:14069	slr108_3913	3394	83	37.05	96.39
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:18592:14422	ncbibact2012011723S_224	830	242	96.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9861:14543	ncbibact2012011723S_1984	304	204	81.93	96.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9288:14558	hmp2011120623S_83	1446	185	76.76	98.38
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:8269:14583	hmp2011120623S_420	2189	102	64.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14974:14658	gg20110531_197352	1150	162	64.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14974:14658	rdp1028_1151064	590	94	37.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9142:14800	slr108_6978	2157	98	51.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:5151:14802	slr108_3343	1142	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13394:14878	slr108_3719	2325	191	85.27	98.95
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23206:15055	slr108_17666	70	60	35.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23206:15055	slr108_14430	226	31	18.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12806:15225	slr108_7962	168	155	63.01	94.19
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6830:15316	slr108_14430	85	137	62.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14488:15454	hmp2011120623S_267	383	105	58.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9841:15756	gg20110531_402496	671	48	34.04	97.92
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:21009:15759	slr108_18756	416	224	89.24	99.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:1818:15772	hmp2011120623S_144	250	251	100.00	96.41
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:16983:15806	ncbibact2012011723S_1296	1347	125	55.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:25786:16228	ncbibact2012011723S_68	1098	91	67.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:10526:16456	hmp2011120623S_470	1503	96	64.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:26909:16487	ncbibact2012011723S_2659	1848	221	99.10	99.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:17598:16585	slr108_15937	212	35	30.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:8611:16859	ncbibact2012011723S_1848	986	77	49.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23867:16905	hmp2011120623S_432	89	125	61.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6931:16916	slr108_4659	1286	82	50.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:24919:16960	ncbibact2012011723S_465	1595	81	57.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20819:17438	ncbibact2012011723S_1599	1549	218	86.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:27935:17700	rdp1028_269358	202	137	76.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28691:18049	hmp2011120623S_135	373	128	56.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28691:18049	hmp2011120623S_135	344	62	27.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6364:18189	ncbibact2012011723S_366	691	245	100.00	98.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:16971:18287	slr108_1156	99	208	83.94	89.47
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12077:18295	slr108_4597	361	121	59.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:3808:18296	ssr108_344733	1107	102	68.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12766:18304	slr108_3466	1626	78	59.54	96.15
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28414:18556	hmp2011120623S_582	1301	142	74.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28855:18769	ncbibact2012011723S_1484	1320	148	80.00	99.32
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:28262:18806	rdp1028_591026	22	126	61.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:10450:18997	slr108_6043	712	237	95.56	97.05
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:6266:19165	slr108_4863	993	85	51.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12333:19239	slr108_6093	346	147	63.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23053:19585	ssr108_358319	50	53	50.96	98.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20392:19828	ssr108_417140	1277	80	52.29	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:10724:19946	hmp2011120623S_684	1492	147	73.87	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:21034:20127	hmp2011120623S_498	894	95	55.88	93.68
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12545:20195	hmp2011120623S_287	1740	190	82.25	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9748:20756	hmp2011120623S_481	1099	162	69.62	93.94
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:22442:20823	hmp2011120623S_287	1517	209	83.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:25475:20871	rdp1028_550647	632	81	59.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13357:20980	ssr108_333643	733	78	70.27	94.87
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:26283:21260	slr108_3719	480	237	100.00	98.74
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:22415:21300	hmp2011120623S_672	2204	131	53.69	99.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:22415:21300	hmp2011120623S_660	2116	114	46.72	99.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:24643:21316	slr108_4659	1491	108	66.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:3772:21837	slr108_10781	2678	129	52.44	99.22
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:3772:21837	hmp2011120623S_352	2832	84	34.15	97.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:19071:22355	slr108_4497	183	228	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:18780:24174	ncbibact2012011723S_483	1868	225	90.36	99.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12140:24371	hmp2011120623S_681	269	132	67.35	96.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12140:24371	hmp2011120623S_263	270	53	27.04	98.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12275:24470	hmp2011120623S_652	1113	87	52.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:15257:24675	ssr108_189512	1341	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23571:24744	slr108_6078	1531	124	69.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:11004:24774	slr108_15967	836	75	33.94	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:8570:24818	rdp1028_804141	1179	72	55.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23478:25410	hmp2011120623S_484	855	225	90.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:23478:25410	hmp2011120623S_404	875	30	12.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:19323:25611	ncbibact2012011723S_3272	1496	124	71.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:22050:25685	slr108_6359	888	141	82.46	95.04
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9230:25726	slr108_13436	2689	96	39.18	94.79
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9230:25726	slr108_18572	2396	78	31.43	93.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:11898:25827	rdp1028_628372	635	112	57.14	99.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20129:26498	hmp2011120623S_387	1617	127	72.57	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:21917:26564	slr108_14430	276	82	50.93	98.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:13289:26812	slr108_12126	1337	88	60.69	97.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:15373:1999	ssr108_90043	1414	172	80.37	98.84
