cpd00001	h2o
cpd15121	5-Deoxyleucopelargonidin
cpd15122	Desmethylxanthohumol
cpd15123	Xanthohumol
cpd15124	Pinobanksin 3-O-acetate
cpd15125	Pinostrobin
cpd15126	4-Acetamido-2-amino-6-nitrotoluene
cpd15127	AI-2
cpd15128	Hesperetin 7-O-glucoside
cpd15129	Naringin chalcone
cpd15130	Isopentenyl-ATP
cpd15131	Isopentenyl-ADP
cpd15132	Isopentenyl adenosine
cpd15133	trans-Zeatin riboside triphosphate
cpd15134	trans-Zeatin riboside diphosphate
cpd15135	trans-Zeatin riboside monoiphosphate
cpd15136	trans-Zeatin riboside
cpd15137	5-Hydroxyectoine
cpd15139	cll_95
cpd15140	cll_484
cpd15141	cll_96
cpd15142	cll_443
cpd15143	cll_94
cpd15145	cis-Zeatin riboside monophosphate
cpd15146	Asbestos
cpd15147	trans-Zeatin-7-beta-D-glucoside
cpd15148	Benzidine
cpd15149	Dihydrozeatin riboside monophosphate
cpd15150	Chlornaphazine
cpd15151	Dihydrozeatin riboside
cpd15152	Dihydrozeatin-O-glucoside
cpd15153	cis-Zeatin riboside
cpd15154	1,3-Butadiene
cpd15155	Coal-tar pitches
cpd15156	NNN
cpd15157	NNK (carcinogen)
cpd15158	Radon-222
cpd15159	Radium-224
cpd15160	Radium-226
cpd15161	Radium-228
cpd15162	Shale oils
cpd15163	Quartz
cpd15164	Beryllium
cpd15165	Geranic acid
cpd15166	Citronellate
cpd15167	cdiGMP
cpd15168	Citronellyl-CoA
cpd15169	trans-Geranyl-CoA
cpd15170	7-Methyl-3-oxo-6-octenoyl-CoA
cpd15171	cis-Prenyl-tRNA
cpd15172	(2E)-5-Methylhexa-2,4-dienoyl-CoA
cpd15173	3-Hydroxy-5-methylhex-4-enoyl-CoA
cpd15174	5-Methylhex-4-enoyl-CoA
cpd15175	5-Methyl-3-oxo-4-hexenoyl-CoA
cpd15176	3-Fluorocatechol
cpd15177	4-Fluorocatechol
cpd15178	3-Fluoro-cis,cis-muconate
cpd15179	2-Fluoro-cis,cis-muconate
cpd15180	4-Fluoromuconolactone
cpd15181	5-Fluoromuconolactone
cpd15182	3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
cpd15183	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
cpd15184	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
cpd15185	6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
cpd15186	2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
cpd15187	4-Fluorocyclohexadiene-cis,cis-1,2-diol
cpd15188	1-Fluorocyclohexadiene-cis,cis-1,2-diol
cpd15189	4-Fluorophenol
cpd15190	Astaxanthin diester
cpd15192	12dgr_SC
cpd15193	1agly3p_SC
cpd15197	2hhxdal
cpd15198	2ohph_5
cpd15199	2ombzl_5
cpd15200	2omhmbl_5
cpd15201	2ommbl_5
cpd15202	2omph_5
cpd15203	2oph_5
cpd15204	3hodcoa
cpd15205	3hxccoa
cpd15207	3ohxccoa
cpd15208	3ophb_5
cpd15209	44mctr
cpd15210	44mzym
cpd15212	4mzym_int1
cpd15213	4mzym_int2
cpd15217	alpam
cpd15218	ap4g
cpd15220	cer1_24
cpd15221	cer1_26
cpd15222	cer2_24
cpd15223	cer2_26
cpd15224	cer2_24
cpd15225	cer2_26
cpd15226	cer3_24
cpd15227	cer3_26
cpd15229	dagpy_SC
cpd15236	gluala
cpd15237	hdcea
cpd15238	hdcoa
cpd15239	hdeACP
cpd15240	hexc
cpd15241	hexccoa
cpd15242	hxc2coa
cpd15243	ipc124_SC
cpd15244	ipc126_SC
cpd15245	ipc224_SC
cpd15246	ipc226_SC
cpd15247	ipc324_SC
cpd15248	ipc326_SC
cpd15249	lystrna
cpd15250	m1macchitppdol
cpd15251	m2macchitppdol
cpd15252	m3macchitppdol
cpd15253	mip2c124_SC
cpd15254	mip2c126_SC
cpd15255	mip2c224_SC
cpd15256	mip2c226_SC
cpd15257	mip2c324_SC
cpd15258	mip2c326_SC
cpd15259	mipc124_SC
cpd15260	mipc126_SC
cpd15261	mipc224_SC
cpd15262	mipc226_SC
cpd15263	mipc324_SC
cpd15264	mipc326_SC
cpd15268	ocdACP
cpd15269	ocdcea
cpd15270	ocdcya
cpd15271	ocdcyaACP
cpd15272	ocdycacoa
cpd15274	odecoa
cpd15275	oh1
cpd15276	pa_SC
cpd15277	palmACP
cpd15283	psph1p
cpd15284	ptd134bp_SC
cpd15287	ptd3ino_SC
cpd15288	ptd4ino_SC
cpd15290	q6
cpd15291	q6h2
cpd15294	tdeACP
cpd15295	tdecoa
cpd15297	ttccoa
cpd15298	ttdcea
cpd15299	zym_int1
cpd15300	zym_int2
cpd15301	bglycogenb
cpd15302	glycogenb
cpd15303	13BDglcnb
cpd15304	chitinb
cpd15305	mannanb
cpd15306	12dgr120
cpd15307	12dgr140
cpd15308	12dgr141
cpd15309	12dgr160
cpd15310	12dgr161
cpd15311	12dgr180
cpd15312	12dgr181
cpd15313	1agpe120
cpd15314	1agpe140
cpd15315	1agpe141
cpd15316	1agpe160
cpd15317	1agpe161
cpd15318	1agpg120
cpd15319	1agpg140
cpd15320	1agpg141
cpd15321	1agpg160
cpd15322	1agpg161
cpd15323	1agpg180
cpd15324	1agpg181
cpd15325	1ddecg3p
cpd15326	1hdec9eg3p
cpd15327	1hdecg3p
cpd15328	1odec11eg3p
cpd15329	1odecg3p
cpd15330	1tdec7eg3p
cpd15331	1tdecg3p
cpd15332	23dhbzs
cpd15336	2agpe120
cpd15337	2agpe140
cpd15338	2agpe141
cpd15339	2agpe160
cpd15340	2agpe161
cpd15341	2agpe180
cpd15342	2agpe181
cpd15343	2agpg120
cpd15344	2agpg140
cpd15345	2agpg141
cpd15346	2agpg160
cpd15347	2agpg161
cpd15348	2agpg180
cpd15349	2agpg181
cpd15350	2ddecg3p
cpd15351	2dhguln
cpd15352	2dmmq8
cpd15353	2dmmql8
cpd15354	2hdec9eg3p
cpd15355	2hdecg3p
cpd15357	2odec11eg3p
cpd15358	2odecg3p
cpd15359	2ombzl
cpd15360	2omhmbl
cpd15361	2ommbl
cpd15362	2tdec7eg3p
cpd15363	2tdecg3p
cpd15364	2tpr3dpcoa
cpd15366	3hcddec5eACP
cpd15368	3hcmrs7eACP
cpd15369	3hcpalm9eACP
cpd15370	3hcvac11eACP
cpd15371	3hoctaACP
cpd15373	3ocddec5eACP
cpd15374	3ocmrs7eACP
cpd15375	3ocpalm9eACP
cpd15376	3ocvac11eACP
cpd15377	3ooctdACP
cpd15378	4hba
cpd15380	5drib
cpd15385	LalaDglu
cpd15386	LalaDgluMdap
cpd15387	LalaDgluMdapDala
cpd15388	LalaLglu
cpd15389	Nmtrp
cpd15390	acgal1p
cpd15391	acmum6p
cpd15392	acolipa
cpd15394	allul6p
cpd15395	alpp
cpd15396	anhgm
cpd15397	anhgm3p
cpd15398	anhgm4p
cpd15399	anhm
cpd15400	anhm3p
cpd15401	anhm4p
cpd15402	apg120
cpd15403	apg140
cpd15404	apg141
cpd15405	apg160
cpd15406	apg161
cpd15407	apg180
cpd15408	apg181
cpd15410	aragund
cpd15411	arbtn
cpd15412	bbtcoa
cpd15413	bglycogen
cpd15414	btnso
cpd15415	cddec5eACP
cpd15416	cdec3eACP
cpd15417	cdpdddecg
cpd15418	cdpdhdec9eg
cpd15419	cdpdhdecg
cpd15420	cdpdodec11eg
cpd15421	cdpdodecg
cpd15422	cdpdtdec7eg
cpd15423	cdpdtdecg
cpd15425	clpn120
cpd15426	clpn140
cpd15427	clpn141
cpd15428	clpn160
cpd15429	clpn161
cpd15430	clpn180
cpd15431	clpn181
cpd15432	colipa
cpd15433	cpe160
cpd15434	cpe180
cpd15435	cpg160
cpd15436	cpg180
cpd15437	cpgn
cpd15438	cpgn-un
cpd15439	crnDcoa
cpd15440	crncoa
cpd15441	ctbtcoa
cpd15443	dhmptp
cpd15446	dsbaox
cpd15447	dsbard
cpd15448	dsbcox
cpd15449	dsbcrd
cpd15450	dsbdox
cpd15451	dsbdrd
cpd15452	dsbgox
cpd15453	dsbgrd
cpd15454	dtdp4aaddg
cpd15455	eca2und
cpd15456	eca3und
cpd15457	eca4colipa
cpd15458	eca4und
cpd15459	enlipa
cpd15460	fe3dhbzs
cpd15461	fe3hox-un
cpd15462	fecrm-un
cpd15463	feoxam-un
cpd15464	fldox
cpd15465	fldrd
cpd15466	frulys
cpd15467	frulysp
cpd15468	g3ps
cpd15469	gagicolipa
cpd15470	garagund
cpd15472	gdpofuc
cpd15473	gfgaragund
cpd15475	ggagicolipa
cpd15477	gggagicolipa
cpd15478	ggluptrc
cpd15479	gicolipa
cpd15480	grxox
cpd15481	gtd
cpd15482	hacolipa
cpd15483	halipa
cpd15484	hhlipa
cpd15485	hlipa
cpd15486	hmfurn
cpd15487	hmgth
cpd15488	hphhlipa
cpd15489	icolipa
cpd15491	kdo2lipid4p
cpd15492	kphphhlipa
cpd15493	lipa_cold
cpd15494	malthp
cpd15495	maltpt
cpd15496	man6pglyc
cpd15497	metsox-R-L
cpd15498	metsox-S-L
cpd15499	mql8
cpd15500	mqn8
cpd15501	murein3p3p
cpd15502	murein3px3p
cpd15503	murein3px4p
cpd15504	murein4p3p
cpd15505	murein4p4p
cpd15506	murein4px4p
cpd15507	murein4px4p4p
cpd15508	murein4px4px4p
cpd15509	murein5p3p
cpd15510	murein5p4p
cpd15511	murein5p5p
cpd15512	murein5p5p5p
cpd15513	murein5px3p
cpd15514	murein5px4p
cpd15515	murein5px4px4p
cpd15516	o16a2und
cpd15517	o16a3und
cpd15518	o16a4colipa
cpd15519	o16a4und
cpd15520	o16aund
cpd15521	pa120
cpd15522	pa140
cpd15523	pa141
cpd15524	pa160
cpd15525	pa161
cpd15526	pa180
cpd15527	pa181
cpd15528	pe120
cpd15529	pe140
cpd15530	pe141
cpd15531	pe160
cpd15532	pe161
cpd15533	pe180
cpd15534	pe181
cpd15535	pg120
cpd15536	pg140
cpd15537	pg141
cpd15538	pg160
cpd15539	pg161
cpd15540	pg180
cpd15541	pg181
cpd15542	pgp120
cpd15543	pgp140
cpd15544	pgp141
cpd15545	pgp160
cpd15546	pgp161
cpd15547	pgp180
cpd15548	pgp181
cpd15549	phhlipa
cpd15550	phphhlipa
cpd15551	progly
cpd15552	ps120
cpd15553	ps140
cpd15554	ps141
cpd15555	ps160
cpd15556	ps161
cpd15557	ps180
cpd15558	ps181
cpd15559	psclys
cpd15560	q8
cpd15561	q8h2
cpd15562	ragund
cpd15563	sectrna
cpd15564	seramp
cpd15565	sertrna-sec
cpd15568	t3c11vaceACP
cpd15569	t3c5ddeceACP
cpd15570	t3c7mrseACP
cpd15571	t3c9palmeACP
cpd15572	2tocdACP
cpd15573	trnasecys
cpd15574	wo4
cpd15575	uLa4fn
cpd15576	uLa4n
cpd15577	udpLa4n
cpd15578	udpLa4o
cpd15579	um4p
cpd15581	unagamu
cpd15582	unagamuf
cpd15584	madg
cpd15585	mbdg
cpd15587	ala-L-asn-L
cpd15588	ala-L-ile-L
cpd15589	ala-L-met-L
cpd15590	ala-L-phe-L
cpd15591	ala-L-ser-L
cpd15592	ala-L-trp-L
cpd15593	ala-L-tyr-L
cpd15594	ala-L-val-L
cpd15596	DPA
cpd15597	fa10
cpd15598	fa10coa
cpd15599	fa5
cpd15600	fa5coa
cpd15601	fa9
cpd15602	fa9coa
cpd15603	gly-cys-L
cpd15604	gly-leu-L
cpd15605	gly-phe-L
cpd15606	Gly-Tyr
cpd15607	hemeD
cpd15608	hpa
cpd15609	hpdca
cpd15610	hpdcal
cpd15611	hxal
cpd15612	L-sergly
cpd15613	L-thrgly
cpd15614	met-L-his-L
cpd15615	met-L-met-L
cpd15616	met-L-phe-L
cpd15617	met-L-tyr-L
cpd15618	nonal
cpd15619	octal
cpd15621	ptal
cpd15622	ptdca
cpd15623	ser-L-ala-L
cpd15624	ser-L-gln-L
cpd15625	ser-L-his-L
cpd15626	ser-L-ile-L
cpd15627	ser-L-leu-L
cpd15628	ser-L-met-L
cpd15629	ser-L-phe-L
cpd15630	ser-L-ser-L
cpd15631	ser-L-trp-L
cpd15632	ser-L-tyr-L
cpd15633	ser-L-val-L
cpd15634	teich-45_BS
cpd15635	thr-L-gln-L
cpd15636	thr-L-leu-L
cpd15637	thr-L-met-L
cpd15638	thr-L-phe-L
cpd15639	thr-L-thr-L
cpd15640	trdca
cpd15641	trdcal
cpd15642	ttdcal
cpd15643	udca
cpd15644	udcal
cpd15645	unk2_BS
cpd15646	agpc_EC
cpd15647	agpe
cpd15648	agpg
cpd15649	apg_EC
cpd15650	clpn_EC
cpd15651	eca_EC
cpd15652	lps_EC
cpd15653	pe_EC
cpd15654	peptido_EC
cpd15655	pg_EC
cpd15657	ps_EC
cpd15658	srch
cpd15660	udpLa4fn
cpd15661	Prenol-45n teichoic acid
cpd15662	Prenol-45n teichoic acid-glucose substituted
cpd15663	Prenol-45n teichoic acid-alanine substituted
cpd15664	Cell wall of B. subtilis
cpd15665	Peptidoglycan polymer (n subunits)
cpd15666	Peptidoglycan polymer (n-1 subunits)
cpd15667	glycerol teichoic acid (n=45), linked, unsubstituted
cpd15668	glycerol teichoic acid (n=45), linked, D-ala substituted
cpd15669	glycerol teichoic acid (n=45), linked, glucose substituted
cpd15670	Lipoteichoic acid content
cpd15671	1-isoheptadecanoyl-sn-glycerol 3-phosphate
cpd15672	1-anteisoheptadecanoyl-sn-glycerol 3-phosphate
cpd15673	1-isotetradecanoyl-sn-glycerol 3-phosphate
cpd15674	1-isopentadecanoyl-sn-glycerol 3-phosphate
cpd15675	1-anteisopentadecanoyl-sn-glycerol 3-phosphate
cpd15676	1-isohexadecanoyl-sn-glycerol 3-phosphate
cpd15677	1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate
cpd15678	1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate
cpd15679	1,2-diisotetradecanoyl-sn-glycerol 3-phosphate
cpd15680	1,2-diisopentadecanoyl-sn-glycerol 3-phosphate
cpd15681	1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate
cpd15682	1,2-diisohexadecanoyl-sn-glycerol 3-phosphate
cpd15683	CDP-1,2-diisoheptadecanoylglycerol
cpd15684	CDP-1,2-dianteisoheptadecanoylglycerol
cpd15685	CDP-1,2-diisotetradecanoylglycerol
cpd15686	CDP-1,2-diisopentadecanoylglycerol
cpd15687	CDP-1,2-dianteisopentadecanoylglycerol
cpd15688	CDP-1,2-diisohexadecanoylglycerol
cpd15689	Diisoheptadecanoylphosphatidylserine
cpd15690	Dianteisoheptadecanoylphosphatidylserine
cpd15691	Diisotetradecanoylphosphatidylserine
cpd15692	Diisopentadecanoylphosphatidylserine
cpd15693	Dianteisopentadecanoylphosphatidylserine
cpd15694	Diisohexadecanoylphosphatidylserine
cpd15695	Diisoheptadecanoylphosphatidylethanolamine
cpd15696	Dianteisoheptadecanoylphosphatidylethanolamine
cpd15697	Diisotetradecanoylphosphatidylethanolamine
cpd15698	Diisopentadecanoylphosphatidylethanolamine
cpd15699	Dianteisopentadecanoylphosphatidylethanolamine
cpd15700	Diisohexadecanoylphosphatidylethanolamine
cpd15701	1,2-Diisoheptadecanoyl-sn-glycerol
cpd15702	1,2-Dianteisoheptadecanoyl-sn-glycerol
cpd15703	1,2-Diisotetradecanoyl-sn-glycerol
cpd15704	1,2-Diisopentadecanoyl-sn-glycerol
cpd15705	1,2-Dianteisopentadecanoyl-sn-glycerol
cpd15706	1,2-Diisohexadecanoyl-sn-glycerol
cpd15707	Triglucosyl-1,2 dipalmitoylglycerol
cpd15708	Triglucosyl-1,2 dimyristoylglycerol
cpd15709	Triglucosyl-1,2 distearoylglycerol
cpd15710	Triglucosyl-1,2 diisoheptadecanoylglycerol
cpd15711	Triglucosyl-1,2 dianteisoheptadecanoylglycerol
cpd15712	Triglucosyl-1,2 diisotetradecanoylglycerol
cpd15713	Triglucosyl-1,2 diisopentadecanoylglycerol
cpd15714	Triglucosyl-1,2 dianteisopentadecanoylglycerol
cpd15715	Triglucosyl-1,2 diisohexadecanoylglycerol
cpd15716	Diisoheptadecanoylphosphatidylglycerophosphate
cpd15717	Dianteisoheptadecanoylphosphatidylglycerophosphate
cpd15718	Diisotetradecanoylphosphatidylglycerophosphate
cpd15719	Diisopentadecanoylphosphatidylglycerophosphate
cpd15720	Dianteisopentadecanoylphosphatidylglycerophosphate
cpd15721	Diisohexadecanoylphosphatidylglycerophosphate
cpd15722	Diisoheptadecanoylphosphatidylglycerol
cpd15723	Dianteisoheptadecanoylphosphatidylglycerol
cpd15724	Diisotetradecanoylphosphatidylglycerol
cpd15725	Diisopentadecanoylphosphatidylglycerol
cpd15726	Dianteisopentadecanoylphosphatidylglycerol
cpd15727	Diisohexadecanoylphosphatidylglycerol
cpd15728	Diglucosyl-1,2 dipalmitoylglycerol
cpd15729	Diglucosyl-1,2 dimyristoylglycerol
cpd15730	Diglucosyl-1,2 distearoylglycerol
cpd15731	Diglucosyl-1,2 diisoheptadecanoylglycerol
cpd15732	Diglucosyl-1,2 dianteisoheptadecanoylglycerol
cpd15733	Diglucosyl-1,2 diisotetradecanoylglycerol
cpd15734	Diglucosyl-1,2 diisopentadecanoylglycerol
cpd15735	Diglucosyl-1,2 dianteisopentadecanoylglycerol
cpd15736	Diglucosyl-1,2 diisohexadecanoylglycerol
cpd15737	Monoglucosyl-1,2 dipalmitoylglycerol
cpd15738	Monoglucosyl-1,2 dimyristoylglycerol
cpd15739	Monoglucosyl-1,2 distearoylglycerol
cpd15740	Monoglucosyl-1,2 diisoheptadecanoylglycerol
cpd15741	Monoglucosyl-1,2 dianteisoheptadecanoylglycerol
cpd15742	Monoglucosyl-1,2 diisotetradecanoylglycerol
cpd15743	Monoglucosyl-1,2 diisopentadecanoylglycerol
cpd15744	Monoglucosyl-1,2 dianteisopentadecanoylglycerol
cpd15745	Monoglucosyl-1,2 diisohexadecanoylglycerol
cpd15746	Palmitoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15747	Myristoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15748	Stearoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15749	Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15750	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15751	Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15752	Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15753	Anteisopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15754	Isohexadecanoyllipoteichoic acid (n=24), linked, unsubstituted
cpd15755	Palmitoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15756	Myristoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15757	Stearoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15758	Isoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15759	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15760	Isotetradecanoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15761	Isopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15762	Anteisopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15763	Isohexadecanoyllipoteichoic acid (n=24), linked, glucose substituted
cpd15764	Palmitoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15765	Myristoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15766	Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15767	Isoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15768	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15769	Isotetradecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15770	Isopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15771	Anteisopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15772	Isohexadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine
cpd15773	Palmitoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15774	Myristoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15775	Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15776	Isoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15777	Anteisoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15778	Isotetradecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15779	Isopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15780	Anteisopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15781	Isohexadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted
cpd15782	Palmitoyllysylphophatidylglycerol
cpd15783	Myristoyllysylphophatidylglycerol
cpd15784	Stearoyllysylphophatidylglycerol
cpd15785	Isoheptadecanoyllysylphophatidylglycerol
cpd15786	Anteisoheptadecanoyllysylphophatidylglycerol
cpd15787	Isotetradecanoyllysylphophatidylglycerol
cpd15788	Isopentadecanoyllysylphophatidylglycerol
cpd15789	Anteisopentadecanoyllysylphophatidylglycerol
cpd15790	Isohexadecanoyllysylphophatidylglycerol
cpd15791	Palmitoylcardiolipin (B. subtilis)
cpd15792	Myristoylcardiolipin (B. subtilis)
cpd15793	Stearoylcardiolipin (B. subtilis)
cpd15794	Isoheptadecanoylcardiolipin (B. subtilis)
cpd15795	Anteisoheptadecanoylcardiolipin (B. subtilis)
cpd15796	Isotetradecanoylcardiolipin (B. subtilis)
cpd15797	Isopentadecanoylcardiolipin (B. subtilis)
cpd15798	Anteisopentadecanoylcardiolipin (B. subtilis)
cpd15799	Isohexadecanoylcardiolipin (B. subtilis)
cpd15800	Lipid composition of B. subtilis
cpd15801	fa11coa
cpd15802	fa12coa
cpd15803	fa1coa
cpd15804	fa3coa
cpd15805	fa4coa
cpd15806	fa6coa
cpd15807	25dthpp
cpd15808	2ood
cpd15809	2plac-L
cpd15810	2tcc
cpd15811	3hcdgggp
cpd15812	3hdgggp
cpd15813	3hdgggps
cpd15814	3hdggpg
cpd15815	3hdggpgp
cpd15816	3hdggpi
cpd15817	3hdpgpe
cpd15818	3hdpgpg
cpd15819	3hdpgpi
cpd15820	3hdpgps
cpd15821	3hfrdp
cpd15822	3hggdp
cpd15823	3hgrdp
cpd15824	4kfbp
cpd15825	5hbzid
cpd15826	5pr5hbz
cpd15827	7mhp
cpd15828	7mht
cpd15829	7ohp
cpd15830	Brfap
cpd15831	Rh2cit
cpd15832	Rh3cit
cpd15833	Shcit
cpd15834	adocblhbi
cpd15835	agdpgpi
cpd15836	carn
cpd15837	cbl1hbi
cpd15838	cdgggp
cpd15839	ddhrb
cpd15840	dgggp
cpd15841	dgggps
cpd15842	dggpg
cpd15843	dggpgp
cpd15844	dggpi
cpd15845	dhadr
cpd15846	dhadrdpr
cpd15847	dhadrp
cpd15848	dhadrpr
cpd15849	dhadrtpr
cpd15850	dhp23cp
cpd15851	dhrfap
cpd15852	dkdofp
cpd15853	dkfp
cpd15854	dkmp
cpd15855	dmh2mpt
cpd15856	dohau
cpd15857	dohdu
cpd15858	dpgpe
cpd15859	dpgpg
cpd15860	dpgpi
cpd15861	dpgps
cpd15862	f390a
cpd15863	f390g
cpd15864	f420-0
cpd15865	f420-1
cpd15866	f420-2
cpd15867	f420-2h2
cpd15868	f420-3
cpd15869	f420-4
cpd15870	f420-5
cpd15871	f420-6
cpd15872	f420-7
cpd15873	f430p1
cpd15874	f430p2
cpd15875	f430p3
cpd15876	fdox
cpd15877	fdred
cpd15878	formh4spt
cpd15879	formmfr_b
cpd15880	gdpgpi
cpd15881	gggp
cpd15882	h2acon-C
cpd15883	h3acon-C
cpd15884	h4spt
cpd15886	hacon-T
cpd15887	hsfd
cpd15888	ihcit-T
cpd15889	lppg
cpd15890	m3hdp
cpd15891	menylh4spt
cpd15892	mfr_b
cpd15893	mh4spt
cpd15894	mleneh4spt
cpd15895	mma
cpd15896	mmh2mpt
cpd15897	mphen
cpd15898	mphenh2
cpd15899	nabl
cpd15900	ohepa
cpd15901	ohexa
cpd15902	ptp
cpd15903	r5hbzi
cpd15904	sec
cpd15905	sf430a
cpd15906	sl-L
cpd15907	slp-L
cpd15908	tih2cit
cpd15909	tih3cit
cpd15910	unknown_cbl1deg
cpd15911	unknown_rbfdeg
cpd15912	1msg3p
cpd15913	2dmmq6
cpd15914	4hbzACP
cpd15915	Ac1PIM1
cpd15916	Ac1PIM2
cpd15917	Ac1PIM3
cpd15918	Ac1PIM4
cpd15919	Ac2PIM2
cpd15920	PIM1
cpd15921	PIM2
cpd15922	PIM3
cpd15923	PIM4
cpd15924	PIM5
cpd15925	PIM6
cpd15926	acysbmn
cpd15927	agalfragund
cpd15928	arabinan
cpd15929	arabinanagalfragund
cpd15930	arachACP
cpd15931	arachcoa
cpd15932	arpp
cpd15933	bmn
cpd15934	bmnmsh
cpd15935	cdpc16c19g
cpd15936	cdpc19c19g
cpd15937	chexccoa
cpd15938	cigam
cpd15939	clpn160190
cpd15940	cmcbtt
cpd15941	decd_tb
cpd15942	decda_tb
cpd15943	decdman1p_tb
cpd15946	decdpa_tb
cpd15947	decdpr_tb
cpd15948	decdr_tb
cpd15949	dmarach
cpd15950	dmbhn
cpd15951	dmlgnc
cpd15952	fcmcbtt
cpd15953	fmcbtt
cpd15954	frrppdima
cpd15955	galfragund
cpd15956	harab-D
cpd15957	hmocta
cpd15958	hmtria
cpd15959	homtta
cpd15960	hpmdtria
cpd15961	hpmtria
cpd15962	iacgam
cpd15963	igam
cpd15964	kmeroacidACP
cpd15965	kmeroacidcyc1ACP
cpd15966	kmeroacidcyc2ACP
cpd15967	kmeroacidcyc2AMP
cpd15968	kmycolate
cpd15969	m1ocdca
cpd15970	marach
cpd15971	mbhn
cpd15972	mcbtt
cpd15973	meroacidACP
cpd15974	meroacidcyc1ACP
cpd15975	meroacidcyc2ACP
cpd15976	meroacidcyc2AMP
cpd15977	mfrrppdima
cpd15978	mharab-D
cpd15979	mkmeroacidACP
cpd15980	mkmeroacidcyc1ACP
cpd15981	mkmeroacidcyc1AMP
cpd15982	mkmycolate
cpd15983	mmeroacidACP
cpd15984	mmeroacidcyc1ACP
cpd15985	mmeroacidcyc2ACP
cpd15986	mmeroacidcyc2AMP
cpd15987	mmmeroacidACP
cpd15988	mmmeroacidcyc1ACP
cpd15989	mmmeroacidcyc1AMP
cpd15990	mmmycolate
cpd15991	mmycolate
cpd15992	mocdca
cpd15993	motre
cpd15994	mql6
cpd15995	mqn6
cpd15996	msh
cpd15997	mshfald
cpd15998	mshfaldox
cpd15999	mssg
cpd16000	mstrACP
cpd16001	mycolate
cpd16002	omdtria
cpd16003	omtta
cpd16004	pa190190
cpd16006	pat
cpd16007	pdima
cpd16008	peptido_TB2
cpd16009	pg160190
cpd16010	pg190
cpd16011	pgp160190
cpd16012	pgp190
cpd16013	phdca
cpd16014	phdcaACP
cpd16015	phdcacoa
cpd16016	phthcl
cpd16017	phthclh2
cpd16018	phthdl
cpd16019	phthiocerol
cpd16020	pmhexc
cpd16021	pmocta
cpd16022	ppdima
cpd16023	pphthdl
cpd16024	pphthiocerol
cpd16025	prephth
cpd16026	prephthACP
cpd16027	prephthcoa
cpd16028	prepphth
cpd16029	prepphthACP
cpd16030	ptd1ino160190
cpd16031	rmyc
cpd16032	rppdima
cpd16033	rrppdima
cpd16034	scl2
cpd16035	sl1
cpd16036	tamhexc
cpd16037	tmlgnc
cpd16038	tamocta
cpd16039	tarab-D
